"행정구역별","유형별","항목","단위","2024 년",
"해남군","관할 시도외 기타","면적[천㎡]","천㎡","15",
"해남군","거래주체","동(호)수[동(호)수]","동(호)수","877",
"해남군","거래주체","면적[천㎡]","천㎡","70",
"해남군","개인->개인","동(호)수[동(호)수]","동(호)수","817",
"해남군","개인->개인","면적[천㎡]","천㎡","65",
"해남군","개인->법인","동(호)수[동(호)수]","동(호)수","10",
"해남군","개인->법인","면적[천㎡]","천㎡","1",
"해남군","개인->기타","동(호)수[동(호)수]","동(호)수","7",
"해남군","개인->기타","면적[천㎡]","천㎡","1",
"해남군","법인->개인","동(호)수[동(호)수]","동(호)수","31",
"해남군","법인->개인","면적[천㎡]","천㎡","3",
"해남군","법인->법인","동(호)수[동(호)수]","동(호)수","2",
"해남군","법인->법인","면적[천㎡]","천㎡","0",
"해남군","법인->기타","동(호)수[동(호)수]","동(호)수","5",
"해남군","법인->기타","면적[천㎡]","천㎡","0",
"해남군","기타->개인","동(호)수[동(호)수]","동(호)수","4",
"해남군","기타->개인","면적[천㎡]","천㎡","0",
"해남군","기타->법인","동(호)수[동(호)수]","동(호)수","1",
"해남군","기타->법인","면적[천㎡]","천㎡","0",
"해남군","기타->기타","동(호)수[동(호)수]","동(호)수","0",
"해남군","기타->기타","면적[천㎡]","천㎡","0",
"해남군","거래규모","동(호)수[동(호)수]","동(호)수","877",
"해남군","거래규모","면적[천㎡]","천㎡","70",
"해남군","20㎡이하","동(호)수[동(호)수]","동(호)수","17",
"해남군","20㎡이하","면적[천㎡]","천㎡","0",
"해남군","21~40㎡","동(호)수[동(호)수]","동(호)수","48",
"해남군","21~40㎡","면적[천㎡]","천㎡","2",
"해남군","41~60㎡","동(호)수[동(호)수]","동(호)수","250",
"해남군","41~60㎡","면적[천㎡]","천㎡","14",
"해남군","61~85㎡","동(호)수[동(호)수]","동(호)수","345",
"해남군","61~85㎡","면적[천㎡]","천㎡","27",
"해남군","86~100㎡","동(호)수[동(호)수]","동(호)수","82",
"해남군","86~100㎡","면적[천㎡]","천㎡","8",
"해남군","101~135㎡","동(호)수[동(호)수]","동(호)수","79",
"해남군","101~135㎡","면적[천㎡]","천㎡","9",
"해남군","136~165㎡","동(호)수[동(호)수]","동(호)수","25",
"해남군","136~165㎡","면적[천㎡]","천㎡","4",
"해남군","166~198㎡","동(호)수[동(호)수]","동(호)수","15",
"해남군","166~198㎡","면적[천㎡]","천㎡","3",
"해남군","198㎡초과","동(호)수[동(호)수]","동(호)수","16",
"해남군","198㎡초과","면적[천㎡]","천㎡","5",
"해남군","거래원인","동(호)수[동(호)수]","동(호)수","877",
"해남군","거래원인","면적[천㎡]","천㎡","70",
"해남군","매매","동(호)수[동(호)수]","동(호)수","639",
"해남군","매매","면적[천㎡]","천㎡","51",
"해남군","판결","동(호)수[동(호)수]","동(호)수","9",
"해남군","판결","면적[천㎡]","천㎡","1",
"해남군","교환","동(호)수[동(호)수]","동(호)수","0",
"해남군","교환","면적[천㎡]","천㎡","0",
"해남군","증여","동(호)수[동(호)수]","동(호)수","202",
"해남군","증여","면적[천㎡]","천㎡","16",
"해남군","분양권","동(호)수[동(호)수]","동(호)수","0",
"해남군","분양권","면적[천㎡]","천㎡","0",
"해남군","분양권전매","동(호)수[동(호)수]","동(호)수","1",
"해남군","분양권전매","면적[천㎡]","천㎡","0",
"해남군","기타","동(호)수[동(호)수]","동(호)수","0",
"해남군","기타","면적[천㎡]","천㎡","0",
"해남군","기타소유권이전","동(호)수[동(호)수]","동(호)수","26",
"해남군","기타소유권이전","면적[천㎡]","천㎡","2",
"해남군","주택유형","동(호)수[동(호)수]","동(호)수","877",
"해남군","주택유형","면적[천㎡]","천㎡","70",
"해남군","단독주택","동(호)수[동(호)수]","동(호)수","525",
"해남군","단독주택","면적[천㎡]","천㎡","43",
"해남군","다가구주택","동(호)수[동(호)수]","동(호)수","5",
"해남군","다가구주택","면적[천㎡]","천㎡","1",
"해남군","다세대주택","동(호)수[동(호)수]","동(호)수","13",
"해남군","다세대주택","면적[천㎡]","천㎡","2",
"해남군","연립주택","동(호)수[동(호)수]","동(호)수","20",
"해남군","연립주택","면적[천㎡]","천㎡","1",
"해남군","아파트","동(호)수[동(호)수]","동(호)수","314",
"해남군","아파트","면적[천㎡]","천㎡","23",
"영암군","매입자거주지","동(호)수[동(호)수]","동(호)수","931",
"영암군","매입자거주지","면적[천㎡]","천㎡","80",
"영암군","관할 시군구내","동(호)수[동(호)수]","동(호)수","472",
"영암군","관할 시군구내","면적[천㎡]","천㎡","39",
"영암군","관할 시도내","동(호)수[동(호)수]","동(호)수","227",
"영암군","관할 시도내","면적[천㎡]","천㎡","17",
"영암군","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","29",
"영암군","관할 시도외 서울","면적[천㎡]","천㎡","3",
"영암군","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","203",
"영암군","관할 시도외 기타","면적[천㎡]","천㎡","20",
"영암군","거래주체","동(호)수[동(호)수]","동(호)수","931",
"영암군","거래주체","면적[천㎡]","천㎡","80",
"영암군","개인->개인","동(호)수[동(호)수]","동(호)수","848",
"영암군","개인->개인","면적[천㎡]","천㎡","68",
"영암군","개인->법인","동(호)수[동(호)수]","동(호)수","17",
"영암군","개인->법인","면적[천㎡]","천㎡","1",
"영암군","개인->기타","동(호)수[동(호)수]","동(호)수","6",
"영암군","개인->기타","면적[천㎡]","천㎡","0",
"영암군","법인->개인","동(호)수[동(호)수]","동(호)수","47",
"영암군","법인->개인","면적[천㎡]","천㎡","3",
"영암군","법인->법인","동(호)수[동(호)수]","동(호)수","13",
"영암군","법인->법인","면적[천㎡]","천㎡","6",
"영암군","법인->기타","동(호)수[동(호)수]","동(호)수","0",
"영암군","법인->기타","면적[천㎡]","천㎡","0",
"영암군","기타->개인","동(호)수[동(호)수]","동(호)수","0",
"영암군","기타->개인","면적[천㎡]","천㎡","0",
"영암군","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"영암군","기타->법인","면적[천㎡]","천㎡","0",
"영암군","기타->기타","동(호)수[동(호)수]","동(호)수","0",
"영암군","기타->기타","면적[천㎡]","천㎡","0",
"영암군","거래규모","동(호)수[동(호)수]","동(호)수","931",
"영암군","거래규모","면적[천㎡]","천㎡","80",
"영암군","20㎡이하","동(호)수[동(호)수]","동(호)수","9",
"영암군","20㎡이하","면적[천㎡]","천㎡","0",
"영암군","21~40㎡","동(호)수[동(호)수]","동(호)수","63",
"영암군","21~40㎡","면적[천㎡]","천㎡","2",
"영암군","41~60㎡","동(호)수[동(호)수]","동(호)수","486",
"영암군","41~60㎡","면적[천㎡]","천㎡","28",
"영암군","61~85㎡","동(호)수[동(호)수]","동(호)수","191",
"영암군","61~85㎡","면적[천㎡]","천㎡","15",
"영암군","86~100㎡","동(호)수[동(호)수]","동(호)수","78",
"영암군","86~100㎡","면적[천㎡]","천㎡","7",
"영암군","101~135㎡","동(호)수[동(호)수]","동(호)수","49",
"영암군","101~135㎡","면적[천㎡]","천㎡","6",
"영암군","136~165㎡","동(호)수[동(호)수]","동(호)수","13",
"영암군","136~165㎡","면적[천㎡]","천㎡","2",
"영암군","166~198㎡","동(호)수[동(호)수]","동(호)수","5",
"영암군","166~198㎡","면적[천㎡]","천㎡","1",
"영암군","198㎡초과","동(호)수[동(호)수]","동(호)수","37",
"영암군","198㎡초과","면적[천㎡]","천㎡","19",
"영암군","거래원인","동(호)수[동(호)수]","동(호)수","931",
"영암군","거래원인","면적[천㎡]","천㎡","80",
"영암군","매매","동(호)수[동(호)수]","동(호)수","773",
"영암군","매매","면적[천㎡]","천㎡","66",
"영암군","판결","동(호)수[동(호)수]","동(호)수","1",
"영암군","판결","면적[천㎡]","천㎡","0",
"영암군","교환","동(호)수[동(호)수]","동(호)수","0",
"영암군","교환","면적[천㎡]","천㎡","0",
"영암군","증여","동(호)수[동(호)수]","동(호)수","151",
"영암군","증여","면적[천㎡]","천㎡","13",
"영암군","분양권","동(호)수[동(호)수]","동(호)수","0",
"영암군","분양권","면적[천㎡]","천㎡","0",
"영암군","분양권전매","동(호)수[동(호)수]","동(호)수","0",
"영암군","분양권전매","면적[천㎡]","천㎡","0",
"영암군","기타","동(호)수[동(호)수]","동(호)수","0",
"영암군","기타","면적[천㎡]","천㎡","0",
"영암군","기타소유권이전","동(호)수[동(호)수]","동(호)수","6",
"영암군","기타소유권이전","면적[천㎡]","천㎡","0",
"영암군","주택유형","동(호)수[동(호)수]","동(호)수","931",
"영암군","주택유형","면적[천㎡]","천㎡","80",
"영암군","단독주택","동(호)수[동(호)수]","동(호)수","345",
"영암군","단독주택","면적[천㎡]","천㎡","31",
"영암군","다가구주택","동(호)수[동(호)수]","동(호)수","20",
"영암군","다가구주택","면적[천㎡]","천㎡","9",
"영암군","다세대주택","동(호)수[동(호)수]","동(호)수","12",
"영암군","다세대주택","면적[천㎡]","천㎡","6",
"영암군","연립주택","동(호)수[동(호)수]","동(호)수","24",
"영암군","연립주택","면적[천㎡]","천㎡","2",
"영암군","아파트","동(호)수[동(호)수]","동(호)수","530",
"영암군","아파트","면적[천㎡]","천㎡","32",
"무안군","매입자거주지","동(호)수[동(호)수]","동(호)수","2331",
"무안군","매입자거주지","면적[천㎡]","천㎡","197",
"무안군","관할 시군구내","동(호)수[동(호)수]","동(호)수","1152",
"무안군","관할 시군구내","면적[천㎡]","천㎡","95",
"무안군","관할 시도내","동(호)수[동(호)수]","동(호)수","911",
"무안군","관할 시도내","면적[천㎡]","천㎡","79",
"무안군","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","32",
"무안군","관할 시도외 서울","면적[천㎡]","천㎡","2",
"무안군","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","236",
"무안군","관할 시도외 기타","면적[천㎡]","천㎡","20",
"무안군","거래주체","동(호)수[동(호)수]","동(호)수","2331",
"무안군","거래주체","면적[천㎡]","천㎡","197",
"무안군","개인->개인","동(호)수[동(호)수]","동(호)수","2152",
"무안군","개인->개인","면적[천㎡]","천㎡","181",
"무안군","개인->법인","동(호)수[동(호)수]","동(호)수","9",
"무안군","개인->법인","면적[천㎡]","천㎡","1",
"무안군","개인->기타","동(호)수[동(호)수]","동(호)수","11",
"무안군","개인->기타","면적[천㎡]","천㎡","1",
"무안군","법인->개인","동(호)수[동(호)수]","동(호)수","149",
"무안군","법인->개인","면적[천㎡]","천㎡","13",
"무안군","법인->법인","동(호)수[동(호)수]","동(호)수","1",
"무안군","법인->법인","면적[천㎡]","천㎡","0",
"무안군","법인->기타","동(호)수[동(호)수]","동(호)수","0",
"무안군","법인->기타","면적[천㎡]","천㎡","0",
"무안군","기타->개인","동(호)수[동(호)수]","동(호)수","9",
"무안군","기타->개인","면적[천㎡]","천㎡","1",
"무안군","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"무안군","기타->법인","면적[천㎡]","천㎡","0",
"무안군","기타->기타","동(호)수[동(호)수]","동(호)수","0",
"무안군","기타->기타","면적[천㎡]","천㎡","0",
"무안군","거래규모","동(호)수[동(호)수]","동(호)수","2331",
"무안군","거래규모","면적[천㎡]","천㎡","197",
"무안군","20㎡이하","동(호)수[동(호)수]","동(호)수","18",
"무안군","20㎡이하","면적[천㎡]","천㎡","0",
"무안군","21~40㎡","동(호)수[동(호)수]","동(호)수","36",
"무안군","21~40㎡","면적[천㎡]","천㎡","1",
"무안군","41~60㎡","동(호)수[동(호)수]","동(호)수","364",
"무안군","41~60㎡","면적[천㎡]","천㎡","20",
"무안군","61~85㎡","동(호)수[동(호)수]","동(호)수","1586",
"무안군","61~85㎡","면적[천㎡]","천㎡","132",
"무안군","86~100㎡","동(호)수[동(호)수]","동(호)수","77",
"무안군","86~100㎡","면적[천㎡]","천㎡","7",
"무안군","101~135㎡","동(호)수[동(호)수]","동(호)수","179",
"무안군","101~135㎡","면적[천㎡]","천㎡","20",
"무안군","136~165㎡","동(호)수[동(호)수]","동(호)수","26",
"무안군","136~165㎡","면적[천㎡]","천㎡","4",
"무안군","166~198㎡","동(호)수[동(호)수]","동(호)수","13",
"무안군","166~198㎡","면적[천㎡]","천㎡","2",
"무안군","198㎡초과","동(호)수[동(호)수]","동(호)수","32",
"무안군","198㎡초과","면적[천㎡]","천㎡","10",
"무안군","거래원인","동(호)수[동(호)수]","동(호)수","2331",
"무안군","거래원인","면적[천㎡]","천㎡","197",
"무안군","매매","동(호)수[동(호)수]","동(호)수","1246",
"무안군","매매","면적[천㎡]","천㎡","109",
"무안군","판결","동(호)수[동(호)수]","동(호)수","73",
"무안군","판결","면적[천㎡]","천㎡","6",
"무안군","교환","동(호)수[동(호)수]","동(호)수","0",
"무안군","교환","면적[천㎡]","천㎡","0",
"무안군","증여","동(호)수[동(호)수]","동(호)수","221",
"무안군","증여","면적[천㎡]","천㎡","16",
"무안군","분양권","동(호)수[동(호)수]","동(호)수","0",
"무안군","분양권","면적[천㎡]","천㎡","0",
"무안군","분양권전매","동(호)수[동(호)수]","동(호)수","632",
"무안군","분양권전매","면적[천㎡]","천㎡","54",
"무안군","기타","동(호)수[동(호)수]","동(호)수","0",
"무안군","기타","면적[천㎡]","천㎡","0",
"무안군","기타소유권이전","동(호)수[동(호)수]","동(호)수","159",
"무안군","기타소유권이전","면적[천㎡]","천㎡","11",
"무안군","주택유형","동(호)수[동(호)수]","동(호)수","2331",
"무안군","주택유형","면적[천㎡]","천㎡","197",
"무안군","단독주택","동(호)수[동(호)수]","동(호)수","397",
"무안군","단독주택","면적[천㎡]","천㎡","36",
"무안군","다가구주택","동(호)수[동(호)수]","동(호)수","11",
"무안군","다가구주택","면적[천㎡]","천㎡","4",
"무안군","다세대주택","동(호)수[동(호)수]","동(호)수","7",
"무안군","다세대주택","면적[천㎡]","천㎡","0",
"무안군","연립주택","동(호)수[동(호)수]","동(호)수","31",
"무안군","연립주택","면적[천㎡]","천㎡","3",
"무안군","아파트","동(호)수[동(호)수]","동(호)수","1885",
"무안군","아파트","면적[천㎡]","천㎡","153",
"함평군","매입자거주지","동(호)수[동(호)수]","동(호)수","380",
"함평군","매입자거주지","면적[천㎡]","천㎡","30",
"함평군","관할 시군구내","동(호)수[동(호)수]","동(호)수","168",
"함평군","관할 시군구내","면적[천㎡]","천㎡","13",
"함평군","관할 시도내","동(호)수[동(호)수]","동(호)수","33",
"함평군","관할 시도내","면적[천㎡]","천㎡","3",
"함평군","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","36",
"함평군","관할 시도외 서울","면적[천㎡]","천㎡","2",
"함평군","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","143",
"함평군","관할 시도외 기타","면적[천㎡]","천㎡","11",
"함평군","거래주체","동(호)수[동(호)수]","동(호)수","380",
"함평군","거래주체","면적[천㎡]","천㎡","30",
"함평군","개인->개인","동(호)수[동(호)수]","동(호)수","280",
"함평군","개인->개인","면적[천㎡]","천㎡","23",
"함평군","개인->법인","동(호)수[동(호)수]","동(호)수","3",
"함평군","개인->법인","면적[천㎡]","천㎡","0",
"함평군","개인->기타","동(호)수[동(호)수]","동(호)수","4",
"함평군","개인->기타","면적[천㎡]","천㎡","0",
"함평군","법인->개인","동(호)수[동(호)수]","동(호)수","39",
"함평군","법인->개인","면적[천㎡]","천㎡","3",
"함평군","법인->법인","동(호)수[동(호)수]","동(호)수","54",
"함평군","법인->법인","면적[천㎡]","천㎡","3",
"함평군","법인->기타","동(호)수[동(호)수]","동(호)수","0",
"함평군","법인->기타","면적[천㎡]","천㎡","0",
"함평군","기타->개인","동(호)수[동(호)수]","동(호)수","0",
"함평군","기타->개인","면적[천㎡]","천㎡","0",
"함평군","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"함평군","기타->법인","면적[천㎡]","천㎡","0",
"함평군","기타->기타","동(호)수[동(호)수]","동(호)수","0",
"함평군","기타->기타","면적[천㎡]","천㎡","0",
"함평군","거래규모","동(호)수[동(호)수]","동(호)수","380",
"함평군","거래규모","면적[천㎡]","천㎡","30",
"함평군","20㎡이하","동(호)수[동(호)수]","동(호)수","5",
"함평군","20㎡이하","면적[천㎡]","천㎡","0",
"함평군","21~40㎡","동(호)수[동(호)수]","동(호)수","14",
"함평군","21~40㎡","면적[천㎡]","천㎡","0",
"함평군","41~60㎡","동(호)수[동(호)수]","동(호)수","125",
"함평군","41~60㎡","면적[천㎡]","천㎡","7",
"함평군","61~85㎡","동(호)수[동(호)수]","동(호)수","135",
"함평군","61~85㎡","면적[천㎡]","천㎡","10",
"함평군","86~100㎡","동(호)수[동(호)수]","동(호)수","46",
"함평군","86~100㎡","면적[천㎡]","천㎡","4",
"함평군","101~135㎡","동(호)수[동(호)수]","동(호)수","29",
"함평군","101~135㎡","면적[천㎡]","천㎡","3",
"함평군","136~165㎡","동(호)수[동(호)수]","동(호)수","16",
"함평군","136~165㎡","면적[천㎡]","천㎡","2",
"함평군","166~198㎡","동(호)수[동(호)수]","동(호)수","7",
"함평군","166~198㎡","면적[천㎡]","천㎡","1",
"함평군","198㎡초과","동(호)수[동(호)수]","동(호)수","3",
"함평군","198㎡초과","면적[천㎡]","천㎡","1",
"함평군","거래원인","동(호)수[동(호)수]","동(호)수","380",
"함평군","거래원인","면적[천㎡]","천㎡","30",
"함평군","매매","동(호)수[동(호)수]","동(호)수","242",
"함평군","매매","면적[천㎡]","천㎡","19",
"함평군","판결","동(호)수[동(호)수]","동(호)수","0",
"함평군","판결","면적[천㎡]","천㎡","0",
"함평군","교환","동(호)수[동(호)수]","동(호)수","1",
"함평군","교환","면적[천㎡]","천㎡","0",
"함평군","증여","동(호)수[동(호)수]","동(호)수","85",
"함평군","증여","면적[천㎡]","천㎡","7",
"함평군","분양권","동(호)수[동(호)수]","동(호)수","0",
"함평군","분양권","면적[천㎡]","천㎡","0",
"함평군","분양권전매","동(호)수[동(호)수]","동(호)수","2",
"함평군","분양권전매","면적[천㎡]","천㎡","0",
"함평군","기타","동(호)수[동(호)수]","동(호)수","0",
"함평군","기타","면적[천㎡]","천㎡","0",
"함평군","기타소유권이전","동(호)수[동(호)수]","동(호)수","50",
"함평군","기타소유권이전","면적[천㎡]","천㎡","4",
"함평군","주택유형","동(호)수[동(호)수]","동(호)수","380",
"함평군","주택유형","면적[천㎡]","천㎡","30",
"함평군","단독주택","동(호)수[동(호)수]","동(호)수","235",
"함평군","단독주택","면적[천㎡]","천㎡","20",
"함평군","다가구주택","동(호)수[동(호)수]","동(호)수","0",
"함평군","다가구주택","면적[천㎡]","천㎡","0",
"함평군","다세대주택","동(호)수[동(호)수]","동(호)수","5",
"함평군","다세대주택","면적[천㎡]","천㎡","0",
"함평군","연립주택","동(호)수[동(호)수]","동(호)수","9",
"함평군","연립주택","면적[천㎡]","천㎡","1",
"함평군","아파트","동(호)수[동(호)수]","동(호)수","131",
"함평군","아파트","면적[천㎡]","천㎡","9",
"영광군","매입자거주지","동(호)수[동(호)수]","동(호)수","696",
"영광군","매입자거주지","면적[천㎡]","천㎡","52",
"영광군","관할 시군구내","동(호)수[동(호)수]","동(호)수","469",
"영광군","관할 시군구내","면적[천㎡]","천㎡","35",
"영광군","관할 시도내","동(호)수[동(호)수]","동(호)수","22",
"영광군","관할 시도내","면적[천㎡]","천㎡","2",
"영광군","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","25",
"영광군","관할 시도외 서울","면적[천㎡]","천㎡","2",
"영광군","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","180",
"영광군","관할 시도외 기타","면적[천㎡]","천㎡","13",
"영광군","거래주체","동(호)수[동(호)수]","동(호)수","696",
"영광군","거래주체","면적[천㎡]","천㎡","52",
"영광군","개인->개인","동(호)수[동(호)수]","동(호)수","630",
"영광군","개인->개인","면적[천㎡]","천㎡","46",
"영광군","개인->법인","동(호)수[동(호)수]","동(호)수","7",
"영광군","개인->법인","면적[천㎡]","천㎡","1",
"영광군","개인->기타","동(호)수[동(호)수]","동(호)수","3",
"영광군","개인->기타","면적[천㎡]","천㎡","0",
"영광군","법인->개인","동(호)수[동(호)수]","동(호)수","48",
"영광군","법인->개인","면적[천㎡]","천㎡","4",
"영광군","법인->법인","동(호)수[동(호)수]","동(호)수","1",
"영광군","법인->법인","면적[천㎡]","천㎡","0",
"영광군","법인->기타","동(호)수[동(호)수]","동(호)수","5",
"영광군","법인->기타","면적[천㎡]","천㎡","0",
"영광군","기타->개인","동(호)수[동(호)수]","동(호)수","1",
"영광군","기타->개인","면적[천㎡]","천㎡","0",
"영광군","기타->법인","동(호)수[동(호)수]","동(호)수","1",
"영광군","기타->법인","면적[천㎡]","천㎡","0",
"영광군","기타->기타","동(호)수[동(호)수]","동(호)수","0",
"영광군","기타->기타","면적[천㎡]","천㎡","0",
"영광군","거래규모","동(호)수[동(호)수]","동(호)수","696",
"영광군","거래규모","면적[천㎡]","천㎡","52",
"영광군","20㎡이하","동(호)수[동(호)수]","동(호)수","10",
"영광군","20㎡이하","면적[천㎡]","천㎡","0",
"영광군","21~40㎡","동(호)수[동(호)수]","동(호)수","60",
"영광군","21~40㎡","면적[천㎡]","천㎡","2",
"영광군","41~60㎡","동(호)수[동(호)수]","동(호)수","189",
"영광군","41~60㎡","면적[천㎡]","천㎡","10",
"영광군","61~85㎡","동(호)수[동(호)수]","동(호)수","304",
"영광군","61~85㎡","면적[천㎡]","천㎡","24",
"영광군","86~100㎡","동(호)수[동(호)수]","동(호)수","56",
"영광군","86~100㎡","면적[천㎡]","천㎡","5",
"영광군","101~135㎡","동(호)수[동(호)수]","동(호)수","61",
"영광군","101~135㎡","면적[천㎡]","천㎡","7",
"영광군","136~165㎡","동(호)수[동(호)수]","동(호)수","7",
"영광군","136~165㎡","면적[천㎡]","천㎡","1",
"영광군","166~198㎡","동(호)수[동(호)수]","동(호)수","6",
"영광군","166~198㎡","면적[천㎡]","천㎡","1",
"영광군","198㎡초과","동(호)수[동(호)수]","동(호)수","3",
"영광군","198㎡초과","면적[천㎡]","천㎡","1",
"영광군","거래원인","동(호)수[동(호)수]","동(호)수","696",
"영광군","거래원인","면적[천㎡]","천㎡","52",
"영광군","매매","동(호)수[동(호)수]","동(호)수","427",
"영광군","매매","면적[천㎡]","천㎡","30",
"영광군","판결","동(호)수[동(호)수]","동(호)수","2",
"영광군","판결","면적[천㎡]","천㎡","0",
"영광군","교환","동(호)수[동(호)수]","동(호)수","2",
"영광군","교환","면적[천㎡]","천㎡","0",
"영광군","증여","동(호)수[동(호)수]","동(호)수","171",
"영광군","증여","면적[천㎡]","천㎡","13",
"영광군","분양권","동(호)수[동(호)수]","동(호)수","0",
"영광군","분양권","면적[천㎡]","천㎡","0",
"영광군","분양권전매","동(호)수[동(호)수]","동(호)수","49",
"영광군","분양권전매","면적[천㎡]","천㎡","5",
"영광군","기타","동(호)수[동(호)수]","동(호)수","0",
"영광군","기타","면적[천㎡]","천㎡","0",
"영광군","기타소유권이전","동(호)수[동(호)수]","동(호)수","45",
"영광군","기타소유권이전","면적[천㎡]","천㎡","4",
"영광군","주택유형","동(호)수[동(호)수]","동(호)수","696",
"영광군","주택유형","면적[천㎡]","천㎡","52",
"영광군","단독주택","동(호)수[동(호)수]","동(호)수","279",
"영광군","단독주택","면적[천㎡]","천㎡","21",
"영광군","다가구주택","동(호)수[동(호)수]","동(호)수","3",
"영광군","다가구주택","면적[천㎡]","천㎡","0",
"영광군","다세대주택","동(호)수[동(호)수]","동(호)수","17",
"영광군","다세대주택","면적[천㎡]","천㎡","1",
"영광군","연립주택","동(호)수[동(호)수]","동(호)수","50",
"영광군","연립주택","면적[천㎡]","천㎡","3",
"영광군","아파트","동(호)수[동(호)수]","동(호)수","347",
"영광군","아파트","면적[천㎡]","천㎡","26",
"장성군","매입자거주지","동(호)수[동(호)수]","동(호)수","1283",
"장성군","매입자거주지","면적[천㎡]","천㎡","96",
"장성군","관할 시군구내","동(호)수[동(호)수]","동(호)수","309",
"장성군","관할 시군구내","면적[천㎡]","천㎡","26",
"장성군","관할 시도내","동(호)수[동(호)수]","동(호)수","86",
"장성군","관할 시도내","면적[천㎡]","천㎡","6",
"장성군","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","27",
"장성군","관할 시도외 서울","면적[천㎡]","천㎡","2",
"장성군","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","861",
"장성군","관할 시도외 기타","면적[천㎡]","천㎡","61",
"장성군","거래주체","동(호)수[동(호)수]","동(호)수","1283",
"장성군","거래주체","면적[천㎡]","천㎡","96",
"장성군","개인->개인","동(호)수[동(호)수]","동(호)수","810",
"장성군","개인->개인","면적[천㎡]","천㎡","64",
"장성군","개인->법인","동(호)수[동(호)수]","동(호)수","5",
"장성군","개인->법인","면적[천㎡]","천㎡","1",
"장성군","개인->기타","동(호)수[동(호)수]","동(호)수","6",
"장성군","개인->기타","면적[천㎡]","천㎡","1",
"장성군","법인->개인","동(호)수[동(호)수]","동(호)수","454",
"장성군","법인->개인","면적[천㎡]","천㎡","29",
"장성군","법인->법인","동(호)수[동(호)수]","동(호)수","4",
"장성군","법인->법인","면적[천㎡]","천㎡","0",
"장성군","법인->기타","동(호)수[동(호)수]","동(호)수","0",
"장성군","법인->기타","면적[천㎡]","천㎡","0",
"장성군","기타->개인","동(호)수[동(호)수]","동(호)수","3",
"장성군","기타->개인","면적[천㎡]","천㎡","0",
"장성군","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"장성군","기타->법인","면적[천㎡]","천㎡","0",
"장성군","기타->기타","동(호)수[동(호)수]","동(호)수","1",
"장성군","기타->기타","면적[천㎡]","천㎡","0",
"장성군","거래규모","동(호)수[동(호)수]","동(호)수","1283",
"장성군","거래규모","면적[천㎡]","천㎡","96",
"장성군","20㎡이하","동(호)수[동(호)수]","동(호)수","12",
"장성군","20㎡이하","면적[천㎡]","천㎡","0",
"장성군","21~40㎡","동(호)수[동(호)수]","동(호)수","73",
"장성군","21~40㎡","면적[천㎡]","천㎡","2",
"장성군","41~60㎡","동(호)수[동(호)수]","동(호)수","588",
"장성군","41~60㎡","면적[천㎡]","천㎡","33",
"장성군","61~85㎡","동(호)수[동(호)수]","동(호)수","442",
"장성군","61~85㎡","면적[천㎡]","천㎡","36",
"장성군","86~100㎡","동(호)수[동(호)수]","동(호)수","47",
"장성군","86~100㎡","면적[천㎡]","천㎡","4",
"장성군","101~135㎡","동(호)수[동(호)수]","동(호)수","70",
"장성군","101~135㎡","면적[천㎡]","천㎡","8",
"장성군","136~165㎡","동(호)수[동(호)수]","동(호)수","25",
"장성군","136~165㎡","면적[천㎡]","천㎡","4",
"장성군","166~198㎡","동(호)수[동(호)수]","동(호)수","12",
"장성군","166~198㎡","면적[천㎡]","천㎡","2",
"장성군","198㎡초과","동(호)수[동(호)수]","동(호)수","14",
"장성군","198㎡초과","면적[천㎡]","천㎡","5",
"장성군","거래원인","동(호)수[동(호)수]","동(호)수","1283",
"장성군","거래원인","면적[천㎡]","천㎡","96",
"장성군","매매","동(호)수[동(호)수]","동(호)수","313",
"장성군","매매","면적[천㎡]","천㎡","26",
"장성군","판결","동(호)수[동(호)수]","동(호)수","6",
"장성군","판결","면적[천㎡]","천㎡","0",
"장성군","교환","동(호)수[동(호)수]","동(호)수","0",
"장성군","교환","면적[천㎡]","천㎡","0",
"장성군","증여","동(호)수[동(호)수]","동(호)수","200",
"장성군","증여","면적[천㎡]","천㎡","17",
"장성군","분양권","동(호)수[동(호)수]","동(호)수","0",
"장성군","분양권","면적[천㎡]","천㎡","0",
"장성군","분양권전매","동(호)수[동(호)수]","동(호)수","252",
"장성군","분양권전매","면적[천㎡]","천㎡","21",
"장성군","기타","동(호)수[동(호)수]","동(호)수","0",
"장성군","기타","면적[천㎡]","천㎡","0",
"장성군","기타소유권이전","동(호)수[동(호)수]","동(호)수","512",
"장성군","기타소유권이전","면적[천㎡]","천㎡","31",
