"행정구역별","유형별","항목","단위","2024 년",
"영등포구","41~60㎡","면적[천㎡]","천㎡","104",
"영등포구","61~85㎡","동(호)수[동(호)수]","동(호)수","1598",
"영등포구","61~85㎡","면적[천㎡]","천㎡","129",
"영등포구","86~100㎡","동(호)수[동(호)수]","동(호)수","66",
"영등포구","86~100㎡","면적[천㎡]","천㎡","6",
"영등포구","101~135㎡","동(호)수[동(호)수]","동(호)수","422",
"영등포구","101~135㎡","면적[천㎡]","천㎡","50",
"영등포구","136~165㎡","동(호)수[동(호)수]","동(호)수","171",
"영등포구","136~165㎡","면적[천㎡]","천㎡","25",
"영등포구","166~198㎡","동(호)수[동(호)수]","동(호)수","42",
"영등포구","166~198㎡","면적[천㎡]","천㎡","8",
"영등포구","198㎡초과","동(호)수[동(호)수]","동(호)수","87",
"영등포구","198㎡초과","면적[천㎡]","천㎡","27",
"영등포구","거래원인","동(호)수[동(호)수]","동(호)수","5458",
"영등포구","거래원인","면적[천㎡]","천㎡","377",
"영등포구","매매","동(호)수[동(호)수]","동(호)수","3972",
"영등포구","매매","면적[천㎡]","천㎡","297",
"영등포구","판결","동(호)수[동(호)수]","동(호)수","56",
"영등포구","판결","면적[천㎡]","천㎡","3",
"영등포구","교환","동(호)수[동(호)수]","동(호)수","7",
"영등포구","교환","면적[천㎡]","천㎡","1",
"영등포구","증여","동(호)수[동(호)수]","동(호)수","367",
"영등포구","증여","면적[천㎡]","천㎡","21",
"영등포구","분양권","동(호)수[동(호)수]","동(호)수","0",
"영등포구","분양권","면적[천㎡]","천㎡","0",
"영등포구","분양권전매","동(호)수[동(호)수]","동(호)수","61",
"영등포구","분양권전매","면적[천㎡]","천㎡","3",
"영등포구","기타","동(호)수[동(호)수]","동(호)수","0",
"영등포구","기타","면적[천㎡]","천㎡","0",
"영등포구","기타소유권이전","동(호)수[동(호)수]","동(호)수","995",
"영등포구","기타소유권이전","면적[천㎡]","천㎡","52",
"영등포구","주택유형","동(호)수[동(호)수]","동(호)수","5458",
"영등포구","주택유형","면적[천㎡]","천㎡","377",
"영등포구","단독주택","동(호)수[동(호)수]","동(호)수","206",
"영등포구","단독주택","면적[천㎡]","천㎡","29",
"영등포구","다가구주택","동(호)수[동(호)수]","동(호)수","56",
"영등포구","다가구주택","면적[천㎡]","천㎡","11",
"영등포구","다세대주택","동(호)수[동(호)수]","동(호)수","812",
"영등포구","다세대주택","면적[천㎡]","천㎡","27",
"영등포구","연립주택","동(호)수[동(호)수]","동(호)수","81",
"영등포구","연립주택","면적[천㎡]","천㎡","4",
"영등포구","아파트","동(호)수[동(호)수]","동(호)수","4303",
"영등포구","아파트","면적[천㎡]","천㎡","307",
"동작구","매입자거주지","동(호)수[동(호)수]","동(호)수","7002",
"동작구","매입자거주지","면적[천㎡]","천㎡","471",
"동작구","관할 시군구내","동(호)수[동(호)수]","동(호)수","1886",
"동작구","관할 시군구내","면적[천㎡]","천㎡","139",
"동작구","관할 시도내","동(호)수[동(호)수]","동(호)수","3430",
"동작구","관할 시도내","면적[천㎡]","천㎡","214",
"동작구","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","0",
"동작구","관할 시도외 서울","면적[천㎡]","천㎡","0",
"동작구","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","1686",
"동작구","관할 시도외 기타","면적[천㎡]","천㎡","118",
"동작구","거래주체","동(호)수[동(호)수]","동(호)수","7002",
"동작구","거래주체","면적[천㎡]","천㎡","471",
"동작구","개인->개인","동(호)수[동(호)수]","동(호)수","4653",
"동작구","개인->개인","면적[천㎡]","천㎡","336",
"동작구","개인->법인","동(호)수[동(호)수]","동(호)수","45",
"동작구","개인->법인","면적[천㎡]","천㎡","6",
"동작구","개인->기타","동(호)수[동(호)수]","동(호)수","111",
"동작구","개인->기타","면적[천㎡]","천㎡","7",
"동작구","법인->개인","동(호)수[동(호)수]","동(호)수","1374",
"동작구","법인->개인","면적[천㎡]","천㎡","95",
"동작구","법인->법인","동(호)수[동(호)수]","동(호)수","1",
"동작구","법인->법인","면적[천㎡]","천㎡","0",
"동작구","법인->기타","동(호)수[동(호)수]","동(호)수","640",
"동작구","법인->기타","면적[천㎡]","천㎡","18",
"동작구","기타->개인","동(호)수[동(호)수]","동(호)수","48",
"동작구","기타->개인","면적[천㎡]","천㎡","3",
"동작구","기타->법인","동(호)수[동(호)수]","동(호)수","1",
"동작구","기타->법인","면적[천㎡]","천㎡","0",
"동작구","기타->기타","동(호)수[동(호)수]","동(호)수","129",
"동작구","기타->기타","면적[천㎡]","천㎡","7",
"동작구","거래규모","동(호)수[동(호)수]","동(호)수","7002",
"동작구","거래규모","면적[천㎡]","천㎡","471",
"동작구","20㎡이하","동(호)수[동(호)수]","동(호)수","546",
"동작구","20㎡이하","면적[천㎡]","천㎡","9",
"동작구","21~40㎡","동(호)수[동(호)수]","동(호)수","1036",
"동작구","21~40㎡","면적[천㎡]","천㎡","33",
"동작구","41~60㎡","동(호)수[동(호)수]","동(호)수","2249",
"동작구","41~60㎡","면적[천㎡]","천㎡","119",
"동작구","61~85㎡","동(호)수[동(호)수]","동(호)수","2533",
"동작구","61~85㎡","면적[천㎡]","천㎡","206",
"동작구","86~100㎡","동(호)수[동(호)수]","동(호)수","38",
"동작구","86~100㎡","면적[천㎡]","천㎡","4",
"동작구","101~135㎡","동(호)수[동(호)수]","동(호)수","343",
"동작구","101~135㎡","면적[천㎡]","천㎡","40",
"동작구","136~165㎡","동(호)수[동(호)수]","동(호)수","84",
"동작구","136~165㎡","면적[천㎡]","천㎡","13",
"동작구","166~198㎡","동(호)수[동(호)수]","동(호)수","55",
"동작구","166~198㎡","면적[천㎡]","천㎡","10",
"동작구","198㎡초과","동(호)수[동(호)수]","동(호)수","118",
"동작구","198㎡초과","면적[천㎡]","천㎡","38",
"동작구","거래원인","동(호)수[동(호)수]","동(호)수","7002",
"동작구","거래원인","면적[천㎡]","천㎡","471",
"동작구","매매","동(호)수[동(호)수]","동(호)수","4313",
"동작구","매매","면적[천㎡]","천㎡","316",
"동작구","판결","동(호)수[동(호)수]","동(호)수","42",
"동작구","판결","면적[천㎡]","천㎡","4",
"동작구","교환","동(호)수[동(호)수]","동(호)수","4",
"동작구","교환","면적[천㎡]","천㎡","0",
"동작구","증여","동(호)수[동(호)수]","동(호)수","404",
"동작구","증여","면적[천㎡]","천㎡","27",
"동작구","분양권","동(호)수[동(호)수]","동(호)수","0",
"동작구","분양권","면적[천㎡]","천㎡","0",
"동작구","분양권전매","동(호)수[동(호)수]","동(호)수","70",
"동작구","분양권전매","면적[천㎡]","천㎡","5",
"동작구","기타","동(호)수[동(호)수]","동(호)수","0",
"동작구","기타","면적[천㎡]","천㎡","0",
"동작구","기타소유권이전","동(호)수[동(호)수]","동(호)수","2169",
"동작구","기타소유권이전","면적[천㎡]","천㎡","119",
"동작구","주택유형","동(호)수[동(호)수]","동(호)수","7002",
"동작구","주택유형","면적[천㎡]","천㎡","471",
"동작구","단독주택","동(호)수[동(호)수]","동(호)수","260",
"동작구","단독주택","면적[천㎡]","천㎡","44",
"동작구","다가구주택","동(호)수[동(호)수]","동(호)수","110",
"동작구","다가구주택","면적[천㎡]","천㎡","21",
"동작구","다세대주택","동(호)수[동(호)수]","동(호)수","1611",
"동작구","다세대주택","면적[천㎡]","천㎡","71",
"동작구","연립주택","동(호)수[동(호)수]","동(호)수","176",
"동작구","연립주택","면적[천㎡]","천㎡","11",
"동작구","아파트","동(호)수[동(호)수]","동(호)수","4845",
"동작구","아파트","면적[천㎡]","천㎡","325",
"관악구","매입자거주지","동(호)수[동(호)수]","동(호)수","3882",
"관악구","매입자거주지","면적[천㎡]","천㎡","280",
"관악구","관할 시군구내","동(호)수[동(호)수]","동(호)수","1738",
"관악구","관할 시군구내","면적[천㎡]","천㎡","120",
"관악구","관할 시도내","동(호)수[동(호)수]","동(호)수","1257",
"관악구","관할 시도내","면적[천㎡]","천㎡","98",
"관악구","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","0",
"관악구","관할 시도외 서울","면적[천㎡]","천㎡","0",
"관악구","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","887",
"관악구","관할 시도외 기타","면적[천㎡]","천㎡","62",
"관악구","거래주체","동(호)수[동(호)수]","동(호)수","3882",
"관악구","거래주체","면적[천㎡]","천㎡","280",
"관악구","개인->개인","동(호)수[동(호)수]","동(호)수","3314",
"관악구","개인->개인","면적[천㎡]","천㎡","244",
"관악구","개인->법인","동(호)수[동(호)수]","동(호)수","40",
"관악구","개인->법인","면적[천㎡]","천㎡","5",
"관악구","개인->기타","동(호)수[동(호)수]","동(호)수","150",
"관악구","개인->기타","면적[천㎡]","천㎡","16",
"관악구","법인->개인","동(호)수[동(호)수]","동(호)수","117",
"관악구","법인->개인","면적[천㎡]","천㎡","5",
"관악구","법인->법인","동(호)수[동(호)수]","동(호)수","68",
"관악구","법인->법인","면적[천㎡]","천㎡","3",
"관악구","법인->기타","동(호)수[동(호)수]","동(호)수","183",
"관악구","법인->기타","면적[천㎡]","천㎡","6",
"관악구","기타->개인","동(호)수[동(호)수]","동(호)수","10",
"관악구","기타->개인","면적[천㎡]","천㎡","1",
"관악구","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"관악구","기타->법인","면적[천㎡]","천㎡","0",
"관악구","기타->기타","동(호)수[동(호)수]","동(호)수","0",
"관악구","기타->기타","면적[천㎡]","천㎡","0",
"관악구","거래규모","동(호)수[동(호)수]","동(호)수","3882",
"관악구","거래규모","면적[천㎡]","천㎡","280",
"관악구","20㎡이하","동(호)수[동(호)수]","동(호)수","230",
"관악구","20㎡이하","면적[천㎡]","천㎡","3",
"관악구","21~40㎡","동(호)수[동(호)수]","동(호)수","820",
"관악구","21~40㎡","면적[천㎡]","천㎡","25",
"관악구","41~60㎡","동(호)수[동(호)수]","동(호)수","1328",
"관악구","41~60㎡","면적[천㎡]","천㎡","71",
"관악구","61~85㎡","동(호)수[동(호)수]","동(호)수","974",
"관악구","61~85㎡","면적[천㎡]","천㎡","76",
"관악구","86~100㎡","동(호)수[동(호)수]","동(호)수","57",
"관악구","86~100㎡","면적[천㎡]","천㎡","5",
"관악구","101~135㎡","동(호)수[동(호)수]","동(호)수","213",
"관악구","101~135㎡","면적[천㎡]","천㎡","24",
"관악구","136~165㎡","동(호)수[동(호)수]","동(호)수","42",
"관악구","136~165㎡","면적[천㎡]","천㎡","6",
"관악구","166~198㎡","동(호)수[동(호)수]","동(호)수","35",
"관악구","166~198㎡","면적[천㎡]","천㎡","6",
"관악구","198㎡초과","동(호)수[동(호)수]","동(호)수","183",
"관악구","198㎡초과","면적[천㎡]","천㎡","63",
"관악구","거래원인","동(호)수[동(호)수]","동(호)수","3882",
"관악구","거래원인","면적[천㎡]","천㎡","280",
"관악구","매매","동(호)수[동(호)수]","동(호)수","3337",
"관악구","매매","면적[천㎡]","천㎡","251",
"관악구","판결","동(호)수[동(호)수]","동(호)수","27",
"관악구","판결","면적[천㎡]","천㎡","1",
"관악구","교환","동(호)수[동(호)수]","동(호)수","5",
"관악구","교환","면적[천㎡]","천㎡","0",
"관악구","증여","동(호)수[동(호)수]","동(호)수","262",
"관악구","증여","면적[천㎡]","천㎡","18",
"관악구","분양권","동(호)수[동(호)수]","동(호)수","0",
"관악구","분양권","면적[천㎡]","천㎡","0",
"관악구","분양권전매","동(호)수[동(호)수]","동(호)수","41",
"관악구","분양권전매","면적[천㎡]","천㎡","3",
"관악구","기타","동(호)수[동(호)수]","동(호)수","0",
"관악구","기타","면적[천㎡]","천㎡","0",
"관악구","기타소유권이전","동(호)수[동(호)수]","동(호)수","210",
"관악구","기타소유권이전","면적[천㎡]","천㎡","7",
"관악구","주택유형","동(호)수[동(호)수]","동(호)수","3882",
"관악구","주택유형","면적[천㎡]","천㎡","280",
"관악구","단독주택","동(호)수[동(호)수]","동(호)수","230",
"관악구","단독주택","면적[천㎡]","천㎡","54",
"관악구","다가구주택","동(호)수[동(호)수]","동(호)수","108",
"관악구","다가구주택","면적[천㎡]","천㎡","26",
"관악구","다세대주택","동(호)수[동(호)수]","동(호)수","1448",
"관악구","다세대주택","면적[천㎡]","천㎡","61",
"관악구","연립주택","동(호)수[동(호)수]","동(호)수","314",
"관악구","연립주택","면적[천㎡]","천㎡","17",
"관악구","아파트","동(호)수[동(호)수]","동(호)수","1782",
"관악구","아파트","면적[천㎡]","천㎡","122",
"서초구","매입자거주지","동(호)수[동(호)수]","동(호)수","9798",
"서초구","매입자거주지","면적[천㎡]","천㎡","754",
"서초구","관할 시군구내","동(호)수[동(호)수]","동(호)수","2894",
"서초구","관할 시군구내","면적[천㎡]","천㎡","245",
"서초구","관할 시도내","동(호)수[동(호)수]","동(호)수","4617",
"서초구","관할 시도내","면적[천㎡]","천㎡","336",
"서초구","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","0",
"서초구","관할 시도외 서울","면적[천㎡]","천㎡","0",
"서초구","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","2287",
"서초구","관할 시도외 기타","면적[천㎡]","천㎡","172",
"서초구","거래주체","동(호)수[동(호)수]","동(호)수","9798",
"서초구","거래주체","면적[천㎡]","천㎡","754",
"서초구","개인->개인","동(호)수[동(호)수]","동(호)수","5577",
"서초구","개인->개인","면적[천㎡]","천㎡","396",
"서초구","개인->법인","동(호)수[동(호)수]","동(호)수","55",
"서초구","개인->법인","면적[천㎡]","천㎡","11",
"서초구","개인->기타","동(호)수[동(호)수]","동(호)수","8",
"서초구","개인->기타","면적[천㎡]","천㎡","1",
"서초구","법인->개인","동(호)수[동(호)수]","동(호)수","3729",
"서초구","법인->개인","면적[천㎡]","천㎡","323",
"서초구","법인->법인","동(호)수[동(호)수]","동(호)수","20",
"서초구","법인->법인","면적[천㎡]","천㎡","2",
"서초구","법인->기타","동(호)수[동(호)수]","동(호)수","319",
"서초구","법인->기타","면적[천㎡]","천㎡","13",
"서초구","기타->개인","동(호)수[동(호)수]","동(호)수","74",
"서초구","기타->개인","면적[천㎡]","천㎡","6",
"서초구","기타->법인","동(호)수[동(호)수]","동(호)수","4",
"서초구","기타->법인","면적[천㎡]","천㎡","0",
"서초구","기타->기타","동(호)수[동(호)수]","동(호)수","12",
"서초구","기타->기타","면적[천㎡]","천㎡","1",
"서초구","거래규모","동(호)수[동(호)수]","동(호)수","9798",
"서초구","거래규모","면적[천㎡]","천㎡","754",
"서초구","20㎡이하","동(호)수[동(호)수]","동(호)수","263",
"서초구","20㎡이하","면적[천㎡]","천㎡","4",
"서초구","21~40㎡","동(호)수[동(호)수]","동(호)수","1329",
"서초구","21~40㎡","면적[천㎡]","천㎡","38",
"서초구","41~60㎡","동(호)수[동(호)수]","동(호)수","2720",
"서초구","41~60㎡","면적[천㎡]","천㎡","140",
"서초구","61~85㎡","동(호)수[동(호)수]","동(호)수","3013",
"서초구","61~85㎡","면적[천㎡]","천㎡","249",
"서초구","86~100㎡","동(호)수[동(호)수]","동(호)수","274",
"서초구","86~100㎡","면적[천㎡]","천㎡","27",
"서초구","101~135㎡","동(호)수[동(호)수]","동(호)수","1604",
"서초구","101~135㎡","면적[천㎡]","천㎡","184",
"서초구","136~165㎡","동(호)수[동(호)수]","동(호)수","327",
"서초구","136~165㎡","면적[천㎡]","천㎡","48",
"서초구","166~198㎡","동(호)수[동(호)수]","동(호)수","124",
"서초구","166~198㎡","면적[천㎡]","천㎡","22",
"서초구","198㎡초과","동(호)수[동(호)수]","동(호)수","144",
"서초구","198㎡초과","면적[천㎡]","천㎡","42",
"서초구","거래원인","동(호)수[동(호)수]","동(호)수","9798",
"서초구","거래원인","면적[천㎡]","천㎡","754",
"서초구","매매","동(호)수[동(호)수]","동(호)수","4322",
"서초구","매매","면적[천㎡]","천㎡","351",
"서초구","판결","동(호)수[동(호)수]","동(호)수","43",
"서초구","판결","면적[천㎡]","천㎡","3",
"서초구","교환","동(호)수[동(호)수]","동(호)수","11",
"서초구","교환","면적[천㎡]","천㎡","1",
"서초구","증여","동(호)수[동(호)수]","동(호)수","1390",
"서초구","증여","면적[천㎡]","천㎡","60",
"서초구","분양권","동(호)수[동(호)수]","동(호)수","0",
"서초구","분양권","면적[천㎡]","천㎡","0",
"서초구","분양권전매","동(호)수[동(호)수]","동(호)수","51",
"서초구","분양권전매","면적[천㎡]","천㎡","4",
"서초구","기타","동(호)수[동(호)수]","동(호)수","0",
"서초구","기타","면적[천㎡]","천㎡","0",
"서초구","기타소유권이전","동(호)수[동(호)수]","동(호)수","3981",
"서초구","기타소유권이전","면적[천㎡]","천㎡","334",
"서초구","주택유형","동(호)수[동(호)수]","동(호)수","9798",
"서초구","주택유형","면적[천㎡]","천㎡","754",
"서초구","단독주택","동(호)수[동(호)수]","동(호)수","53",
"서초구","단독주택","면적[천㎡]","천㎡","14",
"서초구","다가구주택","동(호)수[동(호)수]","동(호)수","35",
"서초구","다가구주택","면적[천㎡]","천㎡","12",
"서초구","다세대주택","동(호)수[동(호)수]","동(호)수","1284",
"서초구","다세대주택","면적[천㎡]","천㎡","51",
"서초구","연립주택","동(호)수[동(호)수]","동(호)수","124",
"서초구","연립주택","면적[천㎡]","천㎡","11",
"서초구","아파트","동(호)수[동(호)수]","동(호)수","8302",
"서초구","아파트","면적[천㎡]","천㎡","665",
"강남구","매입자거주지","동(호)수[동(호)수]","동(호)수","7995",
"강남구","매입자거주지","면적[천㎡]","천㎡","651",
"강남구","관할 시군구내","동(호)수[동(호)수]","동(호)수","2948",
"강남구","관할 시군구내","면적[천㎡]","천㎡","259",
"강남구","관할 시도내","동(호)수[동(호)수]","동(호)수","3125",
"강남구","관할 시도내","면적[천㎡]","천㎡","240",
"강남구","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","0",
"강남구","관할 시도외 서울","면적[천㎡]","천㎡","0",
"강남구","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","1922",
"강남구","관할 시도외 기타","면적[천㎡]","천㎡","152",
"강남구","거래주체","동(호)수[동(호)수]","동(호)수","7995",
"강남구","거래주체","면적[천㎡]","천㎡","651",
"강남구","개인->개인","동(호)수[동(호)수]","동(호)수","5247",
"강남구","개인->개인","면적[천㎡]","천㎡","415",
"강남구","개인->법인","동(호)수[동(호)수]","동(호)수","221",
"강남구","개인->법인","면적[천㎡]","천㎡","36",
"강남구","개인->기타","동(호)수[동(호)수]","동(호)수","3",
"강남구","개인->기타","면적[천㎡]","천㎡","0",
"강남구","법인->개인","동(호)수[동(호)수]","동(호)수","2143",
"강남구","법인->개인","면적[천㎡]","천㎡","185",
"강남구","법인->법인","동(호)수[동(호)수]","동(호)수","35",
"강남구","법인->법인","면적[천㎡]","천㎡","3",
"강남구","법인->기타","동(호)수[동(호)수]","동(호)수","275",
"강남구","법인->기타","면적[천㎡]","천㎡","8",
"강남구","기타->개인","동(호)수[동(호)수]","동(호)수","58",
"강남구","기타->개인","면적[천㎡]","천㎡","3",
"강남구","기타->법인","동(호)수[동(호)수]","동(호)수","13",
"강남구","기타->법인","면적[천㎡]","천㎡","1",
"강남구","기타->기타","동(호)수[동(호)수]","동(호)수","0",
"강남구","기타->기타","면적[천㎡]","천㎡","0",
"강남구","거래규모","동(호)수[동(호)수]","동(호)수","7995",
"강남구","거래규모","면적[천㎡]","천㎡","651",
"강남구","20㎡이하","동(호)수[동(호)수]","동(호)수","418",
"강남구","20㎡이하","면적[천㎡]","천㎡","5",
"강남구","21~40㎡","동(호)수[동(호)수]","동(호)수","1300",
"강남구","21~40㎡","면적[천㎡]","천㎡","39",
"강남구","41~60㎡","동(호)수[동(호)수]","동(호)수","1721",
"강남구","41~60㎡","면적[천㎡]","천㎡","94",
"강남구","61~85㎡","동(호)수[동(호)수]","동(호)수","2147",
"강남구","61~85㎡","면적[천㎡]","천㎡","176",
"강남구","86~100㎡","동(호)수[동(호)수]","동(호)수","525",
"강남구","86~100㎡","면적[천㎡]","천㎡","50",
"강남구","101~135㎡","동(호)수[동(호)수]","동(호)수","1080",
"강남구","101~135㎡","면적[천㎡]","천㎡","125",
"강남구","136~165㎡","동(호)수[동(호)수]","동(호)수","439",
"강남구","136~165㎡","면적[천㎡]","천㎡","66",
"강남구","166~198㎡","동(호)수[동(호)수]","동(호)수","174",
"강남구","166~198㎡","면적[천㎡]","천㎡","31",
"강남구","198㎡초과","동(호)수[동(호)수]","동(호)수","191",
"강남구","198㎡초과","면적[천㎡]","천㎡","66",
"강남구","거래원인","동(호)수[동(호)수]","동(호)수","7995",
"강남구","거래원인","면적[천㎡]","천㎡","651",
"강남구","매매","동(호)수[동(호)수]","동(호)수","4719",
"강남구","매매","면적[천㎡]","천㎡","421",
"강남구","판결","동(호)수[동(호)수]","동(호)수","84",
"강남구","판결","면적[천㎡]","천㎡","6",
"강남구","교환","동(호)수[동(호)수]","동(호)수","9",
"강남구","교환","면적[천㎡]","천㎡","1",
"강남구","증여","동(호)수[동(호)수]","동(호)수","749",
"강남구","증여","면적[천㎡]","천㎡","33",
"강남구","분양권","동(호)수[동(호)수]","동(호)수","0",
"강남구","분양권","면적[천㎡]","천㎡","0",
"강남구","분양권전매","동(호)수[동(호)수]","동(호)수","131",
"강남구","분양권전매","면적[천㎡]","천㎡","10",
"강남구","기타","동(호)수[동(호)수]","동(호)수","0",
"강남구","기타","면적[천㎡]","천㎡","0",
"강남구","기타소유권이전","동(호)수[동(호)수]","동(호)수","2303",
"강남구","기타소유권이전","면적[천㎡]","천㎡","180",
"강남구","주택유형","동(호)수[동(호)수]","동(호)수","7995",
"강남구","주택유형","면적[천㎡]","천㎡","651",
"강남구","단독주택","동(호)수[동(호)수]","동(호)수","59",
"강남구","단독주택","면적[천㎡]","천㎡","18",
"강남구","다가구주택","동(호)수[동(호)수]","동(호)수","86",
"강남구","다가구주택","면적[천㎡]","천㎡","32",
"강남구","다세대주택","동(호)수[동(호)수]","동(호)수","985",
"강남구","다세대주택","면적[천㎡]","천㎡","33",
"강남구","연립주택","동(호)수[동(호)수]","동(호)수","165",
"강남구","연립주택","면적[천㎡]","천㎡","19",
"강남구","아파트","동(호)수[동(호)수]","동(호)수","6700",
"강남구","아파트","면적[천㎡]","천㎡","549",
"송파구","매입자거주지","동(호)수[동(호)수]","동(호)수","7741",
"송파구","매입자거주지","면적[천㎡]","천㎡","560",
"송파구","관할 시군구내","동(호)수[동(호)수]","동(호)수","2885",
"송파구","관할 시군구내","면적[천㎡]","천㎡","217",
"송파구","관할 시도내","동(호)수[동(호)수]","동(호)수","3021",
"송파구","관할 시도내","면적[천㎡]","천㎡","208",
"송파구","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","0",
"송파구","관할 시도외 서울","면적[천㎡]","천㎡","0",
"송파구","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","1835",
"송파구","관할 시도외 기타","면적[천㎡]","천㎡","135",
"송파구","거래주체","동(호)수[동(호)수]","동(호)수","7741",
"송파구","거래주체","면적[천㎡]","천㎡","560",
"송파구","개인->개인","동(호)수[동(호)수]","동(호)수","6539",
"송파구","개인->개인","면적[천㎡]","천㎡","477",
"송파구","개인->법인","동(호)수[동(호)수]","동(호)수","106",
"송파구","개인->법인","면적[천㎡]","천㎡","14",
"송파구","개인->기타","동(호)수[동(호)수]","동(호)수","206",
"송파구","개인->기타","면적[천㎡]","천㎡","11",
"송파구","법인->개인","동(호)수[동(호)수]","동(호)수","569",
"송파구","법인->개인","면적[천㎡]","천㎡","35",
"송파구","법인->법인","동(호)수[동(호)수]","동(호)수","91",
"송파구","법인->법인","면적[천㎡]","천㎡","12",
"송파구","법인->기타","동(호)수[동(호)수]","동(호)수","188",
"송파구","법인->기타","면적[천㎡]","천㎡","8",
"송파구","기타->개인","동(호)수[동(호)수]","동(호)수","40",
"송파구","기타->개인","면적[천㎡]","천㎡","3",
"송파구","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"송파구","기타->법인","면적[천㎡]","천㎡","0",
"송파구","기타->기타","동(호)수[동(호)수]","동(호)수","2",
"송파구","기타->기타","면적[천㎡]","천㎡","0",
"송파구","거래규모","동(호)수[동(호)수]","동(호)수","7741",
"송파구","거래규모","면적[천㎡]","천㎡","560",
"송파구","20㎡이하","동(호)수[동(호)수]","동(호)수","213",
"송파구","20㎡이하","면적[천㎡]","천㎡","3",
"송파구","21~40㎡","동(호)수[동(호)수]","동(호)수","1337",
"송파구","21~40㎡","면적[천㎡]","천㎡","41",
"송파구","41~60㎡","동(호)수[동(호)수]","동(호)수","2415",
"송파구","41~60㎡","면적[천㎡]","천㎡","127",
"송파구","61~85㎡","동(호)수[동(호)수]","동(호)수","2364",
"송파구","61~85㎡","면적[천㎡]","천㎡","192",
"송파구","86~100㎡","동(호)수[동(호)수]","동(호)수","160",
"송파구","86~100㎡","면적[천㎡]","천㎡","15",
"송파구","101~135㎡","동(호)수[동(호)수]","동(호)수","829",
"송파구","101~135㎡","면적[천㎡]","천㎡","95",
"송파구","136~165㎡","동(호)수[동(호)수]","동(호)수","257",
"송파구","136~165㎡","면적[천㎡]","천㎡","37",
"송파구","166~198㎡","동(호)수[동(호)수]","동(호)수","77",
"송파구","166~198㎡","면적[천㎡]","천㎡","14",
"송파구","198㎡초과","동(호)수[동(호)수]","동(호)수","89",
"송파구","198㎡초과","면적[천㎡]","천㎡","37",
"송파구","거래원인","동(호)수[동(호)수]","동(호)수","7741",
"송파구","거래원인","면적[천㎡]","천㎡","560",
"송파구","매매","동(호)수[동(호)수]","동(호)수","6177",
"송파구","매매","면적[천㎡]","천㎡","481",
"송파구","판결","동(호)수[동(호)수]","동(호)수","59",
"송파구","판결","면적[천㎡]","천㎡","5",
"송파구","교환","동(호)수[동(호)수]","동(호)수","16",
"송파구","교환","면적[천㎡]","천㎡","1",
"송파구","증여","동(호)수[동(호)수]","동(호)수","763",
"송파구","증여","면적[천㎡]","천㎡","32",
"송파구","분양권","동(호)수[동(호)수]","동(호)수","0",
"송파구","분양권","면적[천㎡]","천㎡","0",
"송파구","분양권전매","동(호)수[동(호)수]","동(호)수","18",
"송파구","분양권전매","면적[천㎡]","천㎡","1",
"송파구","기타","동(호)수[동(호)수]","동(호)수","0",
"송파구","기타","면적[천㎡]","천㎡","0",
"송파구","기타소유권이전","동(호)수[동(호)수]","동(호)수","708",
"송파구","기타소유권이전","면적[천㎡]","천㎡","39",
"송파구","주택유형","동(호)수[동(호)수]","동(호)수","7741",
"송파구","주택유형","면적[천㎡]","천㎡","560",
"송파구","단독주택","동(호)수[동(호)수]","동(호)수","95",
"송파구","단독주택","면적[천㎡]","천㎡","25",
"송파구","다가구주택","동(호)수[동(호)수]","동(호)수","47",
"송파구","다가구주택","면적[천㎡]","천㎡","15",
"송파구","다세대주택","동(호)수[동(호)수]","동(호)수","1653",
"송파구","다세대주택","면적[천㎡]","천㎡","71",
"송파구","연립주택","동(호)수[동(호)수]","동(호)수","288",
"송파구","연립주택","면적[천㎡]","천㎡","16",
"송파구","아파트","동(호)수[동(호)수]","동(호)수","5658",
"송파구","아파트","면적[천㎡]","천㎡","432",
"강동구","매입자거주지","동(호)수[동(호)수]","동(호)수","8673",
"강동구","매입자거주지","면적[천㎡]","천㎡","581",
"강동구","관할 시군구내","동(호)수[동(호)수]","동(호)수","2717",
"강동구","관할 시군구내","면적[천㎡]","천㎡","185",
"강동구","관할 시도내","동(호)수[동(호)수]","동(호)수","3583",
"강동구","관할 시도내","면적[천㎡]","천㎡","242",
"강동구","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","0",
"강동구","관할 시도외 서울","면적[천㎡]","천㎡","0",
"강동구","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","2373",
"강동구","관할 시도외 기타","면적[천㎡]","천㎡","153",
"강동구","거래주체","동(호)수[동(호)수]","동(호)수","8673",
