행정구역별,유형별,항목,단위,2020 년,2021 년,2022 년,2023 년,2024 년
충청북도,198㎡초과,면적[천㎡],천㎡,590,625,477,395,328
충청북도,거래원인,동(호)수[동(호)수],동(호)수,54802,62999,44027,40713,42366
충청북도,거래원인,면적[천㎡],천㎡,4554,4986,3664,3371,3481
충청북도,매매,동(호)수[동(호)수],동(호)수,38491,41183,25359,25684,25772
충청북도,매매,면적[천㎡],천㎡,3253,3345,2073,2084,2055
충청북도,판결,동(호)수[동(호)수],동(호)수,148,226,92,268,344
충청북도,판결,면적[천㎡],천㎡,22,18,9,49,19
충청북도,교환,동(호)수[동(호)수],동(호)수,23,22,34,29,27
충청북도,교환,면적[천㎡],천㎡,2,3,2,2,3
충청북도,증여,동(호)수[동(호)수],동(호)수,4209,4282,3497,2976,3083
충청북도,증여,면적[천㎡],천㎡,348,340,286,225,235
충청북도,분양권,동(호)수[동(호)수],동(호)수,,,,,0
충청북도,분양권,면적[천㎡],천㎡,,,,,0
충청북도,분양권전매,동(호)수[동(호)수],동(호)수,5101,2532,1593,2131,3006
충청북도,분양권전매,면적[천㎡],천㎡,413,194,127,179,277
충청북도,기타,동(호)수[동(호)수],동(호)수,,,,,0
충청북도,기타,면적[천㎡],천㎡,,,,,0
충청북도,기타소유권이전,동(호)수[동(호)수],동(호)수,6830,14754,13452,9625,10134
충청북도,기타소유권이전,면적[천㎡],천㎡,516,1086,1167,832,891
충청북도,주택유형,동(호)수[동(호)수],동(호)수,54802,62999,44027,40713,42366
충청북도,주택유형,면적[천㎡],천㎡,4554,4986,3664,3371,3481
충청북도,단독주택,동(호)수[동(호)수],동(호)수,8047,8621,6548,5122,5133
충청북도,단독주택,면적[천㎡],천㎡,908,994,723,592,548
충청북도,다가구주택,동(호)수[동(호)수],동(호)수,893,845,783,495,520
충청북도,다가구주택,면적[천㎡],천㎡,348,330,306,200,197
충청북도,다세대주택,동(호)수[동(호)수],동(호)수,1164,1458,1398,933,1039
충청북도,다세대주택,면적[천㎡],천㎡,75,97,76,55,62
충청북도,연립주택,동(호)수[동(호)수],동(호)수,1052,1134,885,781,784
충청북도,연립주택,면적[천㎡],천㎡,67,70,55,48,49
충청북도,아파트,동(호)수[동(호)수],동(호)수,43646,50941,34413,33382,34890
충청북도,아파트,면적[천㎡],천㎡,3156,3495,2505,2477,2625
청주시,매입자거주지,동(호)수[동(호)수],동(호)수,33252,32402,20287,23577,25954
청주시,매입자거주지,면적[천㎡],천㎡,2872,2625,1779,2015,2211
청주시,관할 시군구내,동(호)수[동(호)수],동(호)수,12826,12020,8359,11978,13140
청주시,관할 시군구내,면적[천㎡],천㎡,1140,1019,737,1022,1113
청주시,관할 시도내,동(호)수[동(호)수],동(호)수,8388,9558,7219,7926,9114
청주시,관할 시도내,면적[천㎡],천㎡,723,770,635,674,783
청주시,관할 시도외 서울,동(호)수[동(호)수],동(호)수,1722,1923,844,544,555
청주시,관할 시도외 서울,면적[천㎡],천㎡,149,158,78,54,53
청주시,관할 시도외 기타,동(호)수[동(호)수],동(호)수,10316,8901,3865,3129,3145
청주시,관할 시도외 기타,면적[천㎡],천㎡,860,678,330,264,262
청주시,거래주체,동(호)수[동(호)수],동(호)수,33252,32402,20287,23577,25954
청주시,거래주체,면적[천㎡],천㎡,2872,2625,1779,2015,2211
청주시,개인->개인,동(호)수[동(호)수],동(호)수,25087,20766,12137,14696,16226
청주시,개인->개인,면적[천㎡],천㎡,2195,1764,1061,1237,1373
청주시,개인->법인,동(호)수[동(호)수],동(호)수,2443,2368,888,315,393
청주시,개인->법인,면적[천㎡],천㎡,211,166,75,23,33
청주시,개인->기타,동(호)수[동(호)수],동(호)수,265,278,144,134,118
청주시,개인->기타,면적[천㎡],천㎡,32,27,14,13,8
청주시,법인->개인,동(호)수[동(호)수],동(호)수,4380,7708,4916,7941,8026
청주시,법인->개인,면적[천㎡],천㎡,359,553,440,687,719
청주시,법인->법인,동(호)수[동(호)수],동(호)수,591,519,146,128,243
청주시,법인->법인,면적[천㎡],천㎡,36,50,8,7,12
청주시,법인->기타,동(호)수[동(호)수],동(호)수,31,35,29,103,51
청주시,법인->기타,면적[천㎡],천㎡,2,7,8,8,4
청주시,기타->개인,동(호)수[동(호)수],동(호)수,410,693,2014,93,642
청주시,기타->개인,면적[천㎡],천㎡,31,54,172,8,49
청주시,기타->법인,동(호)수[동(호)수],동(호)수,22,11,7,3,249
청주시,기타->법인,면적[천㎡],천㎡,4,1,1,0,12
청주시,기타->기타,동(호)수[동(호)수],동(호)수,23,24,6,164,6
청주시,기타->기타,면적[천㎡],천㎡,3,3,0,31,0
청주시,거래규모,동(호)수[동(호)수],동(호)수,33252,32402,20287,23577,25954
청주시,거래규모,면적[천㎡],천㎡,2872,2625,1779,2015,2211
청주시,20㎡이하,동(호)수[동(호)수],동(호)수,363,206,201,201,196
청주시,20㎡이하,면적[천㎡],천㎡,5,3,3,3,3
청주시,21~40㎡,동(호)수[동(호)수],동(호)수,2159,2556,2005,1694,1673
청주시,21~40㎡,면적[천㎡],천㎡,71,85,62,53,53
청주시,41~60㎡,동(호)수[동(호)수],동(호)수,8022,12799,5815,5683,5976
청주시,41~60㎡,면적[천㎡],천㎡,444,719,316,316,331
청주시,61~85㎡,동(호)수[동(호)수],동(호)수,17282,12476,7839,11506,12522
청주시,61~85㎡,면적[천㎡],천㎡,1408,1013,634,942,1028
청주시,86~100㎡,동(호)수[동(호)수],동(호)수,811,637,778,782,770
청주시,86~100㎡,면적[천㎡],천㎡,78,61,76,76,76
청주시,101~135㎡,동(호)수[동(호)수],동(호)수,2654,1961,1924,2609,3539
청주시,101~135㎡,면적[천㎡],천㎡,314,228,224,304,404
청주시,136~165㎡,동(호)수[동(호)수],동(호)수,632,498,589,292,571
청주시,136~165㎡,면적[천㎡],천㎡,95,74,87,44,82
청주시,166~198㎡,동(호)수[동(호)수],동(호)수,327,269,310,145,163
청주시,166~198㎡,면적[천㎡],천㎡,59,49,56,26,30
청주시,198㎡초과,동(호)수[동(호)수],동(호)수,1002,1000,826,665,544
청주시,198㎡초과,면적[천㎡],천㎡,398,394,319,252,204
청주시,거래원인,동(호)수[동(호)수],동(호)수,33252,32402,20287,23577,25954
청주시,거래원인,면적[천㎡],천㎡,2872,2625,1779,2015,2211
청주시,매매,동(호)수[동(호)수],동(호)수,21798,21596,11479,13320,13788
청주시,매매,면적[천㎡],천㎡,1942,1833,1023,1132,1141
청주시,판결,동(호)수[동(호)수],동(호)수,70,43,41,205,296
청주시,판결,면적[천㎡],천㎡,14,4,3,35,16
청주시,교환,동(호)수[동(호)수],동(호)수,10,9,17,17,13
청주시,교환,면적[천㎡],천㎡,1,1,1,1,2
청주시,증여,동(호)수[동(호)수],동(호)수,1977,1625,1429,1553,1462
청주시,증여,면적[천㎡],천㎡,158,125,116,113,110
청주시,분양권,동(호)수[동(호)수],동(호)수,,,,,0
청주시,분양권,면적[천㎡],천㎡,,,,,0
청주시,분양권전매,동(호)수[동(호)수],동(호)수,4810,1229,841,1556,2356
청주시,분양권전매,면적[천㎡],천㎡,393,97,68,132,223
청주시,기타,동(호)수[동(호)수],동(호)수,,,,,0
청주시,기타,면적[천㎡],천㎡,,,,,0
청주시,기타소유권이전,동(호)수[동(호)수],동(호)수,4587,7900,6480,6926,8039
청주시,기타소유권이전,면적[천㎡],천㎡,365,566,568,601,719
청주시,주택유형,동(호)수[동(호)수],동(호)수,33252,32402,20287,23577,25954
청주시,주택유형,면적[천㎡],천㎡,2872,2625,1779,2015,2211
청주시,단독주택,동(호)수[동(호)수],동(호)수,2826,2776,1936,1595,1567
청주시,단독주택,면적[천㎡],천㎡,372,393,263,240,198
청주시,다가구주택,동(호)수[동(호)수],동(호)수,675,554,557,329,348
청주시,다가구주택,면적[천㎡],천㎡,264,215,216,130,130
청주시,다세대주택,동(호)수[동(호)수],동(호)수,409,495,414,274,317
청주시,다세대주택,면적[천㎡],천㎡,25,39,24,16,17
청주시,연립주택,동(호)수[동(호)수],동(호)수,373,347,289,216,221
청주시,연립주택,면적[천㎡],천㎡,23,23,19,14,14
청주시,아파트,동(호)수[동(호)수],동(호)수,28969,28230,17091,21163,23501
청주시,아파트,면적[천㎡],천㎡,2189,1955,1257,1614,1851
청주시 상당구,매입자거주지,동(호)수[동(호)수],동(호)수,10408,7229,3439,3564,5090
청주시 상당구,매입자거주지,면적[천㎡],천㎡,866,603,296,306,453
청주시 상당구,관할 시군구내,동(호)수[동(호)수],동(호)수,3480,2493,1362,1839,2744
청주시 상당구,관할 시군구내,면적[천㎡],천㎡,283,209,117,156,243
청주시 상당구,관할 시도내,동(호)수[동(호)수],동(호)수,3675,2619,1035,1155,1787
청주시 상당구,관할 시도내,면적[천㎡],천㎡,306,221,90,94,160
청주시 상당구,관할 시도외 서울,동(호)수[동(호)수],동(호)수,443,346,170,94,64
청주시 상당구,관할 시도외 서울,면적[천㎡],천㎡,37,31,16,10,6
청주시 상당구,관할 시도외 기타,동(호)수[동(호)수],동(호)수,2810,1771,872,476,495
청주시 상당구,관할 시도외 기타,면적[천㎡],천㎡,240,141,73,45,44
청주시 상당구,거래주체,동(호)수[동(호)수],동(호)수,10408,7229,3439,3564,5090
청주시 상당구,거래주체,면적[천㎡],천㎡,866,603,296,306,453
청주시 상당구,개인->개인,동(호)수[동(호)수],동(호)수,6930,4684,2875,3147,3686
청주시 상당구,개인->개인,면적[천㎡],천㎡,572,398,248,268,313
청주시 상당구,개인->법인,동(호)수[동(호)수],동(호)수,191,477,222,34,26
청주시 상당구,개인->법인,면적[천㎡],천㎡,17,34,16,3,2
청주시 상당구,개인->기타,동(호)수[동(호)수],동(호)수,64,89,23,17,1
청주시 상당구,개인->기타,면적[천㎡],천㎡,10,8,2,2,0
청주시 상당구,법인->개인,동(호)수[동(호)수],동(호)수,2954,1473,271,276,1325
청주시 상당구,법인->개인,면적[천㎡],천㎡,247,125,23,24,133
청주시 상당구,법인->법인,동(호)수[동(호)수],동(호)수,126,96,32,80,45
청주시 상당구,법인->법인,면적[천㎡],천㎡,8,7,2,4,4
청주시 상당구,법인->기타,동(호)수[동(호)수],동(호)수,8,7,7,5,0
청주시 상당구,법인->기타,면적[천㎡],천㎡,0,1,2,4,0
청주시 상당구,기타->개인,동(호)수[동(호)수],동(호)수,128,386,8,4,6
청주시 상당구,기타->개인,면적[천㎡],천㎡,10,29,1,0,0
청주시 상당구,기타->법인,동(호)수[동(호)수],동(호)수,3,6,1,0,1
청주시 상당구,기타->법인,면적[천㎡],천㎡,0,0,1,0,0
청주시 상당구,기타->기타,동(호)수[동(호)수],동(호)수,4,11,0,1,0
청주시 상당구,기타->기타,면적[천㎡],천㎡,1,1,0,0,0
청주시 상당구,거래규모,동(호)수[동(호)수],동(호)수,10408,7229,3439,3564,5090
청주시 상당구,거래규모,면적[천㎡],천㎡,866,603,296,306,453
청주시 상당구,20㎡이하,동(호)수[동(호)수],동(호)수,86,57,25,13,25
청주시 상당구,20㎡이하,면적[천㎡],천㎡,1,1,0,0,0
청주시 상당구,21~40㎡,동(호)수[동(호)수],동(호)수,272,295,223,199,169
청주시 상당구,21~40㎡,면적[천㎡],천㎡,8,9,7,6,5
청주시 상당구,41~60㎡,동(호)수[동(호)수],동(호)수,1479,1929,1172,1061,1058
청주시 상당구,41~60㎡,면적[천㎡],천㎡,81,107,64,59,58
청주시 상당구,61~85㎡,동(호)수[동(호)수],동(호)수,7384,4092,1442,1744,2598
청주시 상당구,61~85㎡,면적[천㎡],천㎡,599,332,116,142,214
청주시 상당구,86~100㎡,동(호)수[동(호)수],동(호)수,161,166,102,98,116
청주시 상당구,86~100㎡,면적[천㎡],천㎡,16,16,10,9,11
청주시 상당구,101~135㎡,동(호)수[동(호)수],동(호)수,780,350,222,252,676
청주시 상당구,101~135㎡,면적[천㎡],천㎡,91,42,26,30,78
청주시 상당구,136~165㎡,동(호)수[동(호)수],동(호)수,78,102,73,54,316
청주시 상당구,136~165㎡,면적[천㎡],천㎡,12,15,11,8,43
청주시 상당구,166~198㎡,동(호)수[동(호)수],동(호)수,36,46,36,32,39
청주시 상당구,166~198㎡,면적[천㎡],천㎡,7,8,7,6,7
청주시 상당구,198㎡초과,동(호)수[동(호)수],동(호)수,132,192,144,111,93
청주시 상당구,198㎡초과,면적[천㎡],천㎡,52,73,56,46,35
청주시 상당구,거래원인,동(호)수[동(호)수],동(호)수,10408,7229,3439,3564,5090
청주시 상당구,거래원인,면적[천㎡],천㎡,866,603,296,306,453
청주시 상당구,매매,동(호)수[동(호)수],동(호)수,3830,4516,2569,2848,2967
청주시 상당구,매매,면적[천㎡],천㎡,329,384,225,246,244
청주시 상당구,판결,동(호)수[동(호)수],동(호)수,6,8,11,12,10
청주시 상당구,판결,면적[천㎡],천㎡,0,1,1,1,1
청주시 상당구,교환,동(호)수[동(호)수],동(호)수,2,0,0,1,3
청주시 상당구,교환,면적[천㎡],천㎡,0,0,0,0,0
청주시 상당구,증여,동(호)수[동(호)수],동(호)수,596,386,347,280,220
청주시 상당구,증여,면적[천㎡],천㎡,41,29,27,24,19
청주시 상당구,분양권,동(호)수[동(호)수],동(호)수,,,,,0
청주시 상당구,분양권,면적[천㎡],천㎡,,,,,0
청주시 상당구,분양권전매,동(호)수[동(호)수],동(호)수,2819,529,440,263,558
청주시 상당구,분양권전매,면적[천㎡],천㎡,236,45,37,23,57
청주시 상당구,기타,동(호)수[동(호)수],동(호)수,,,,,0
청주시 상당구,기타,면적[천㎡],천㎡,,,,,0
청주시 상당구,기타소유권이전,동(호)수[동(호)수],동(호)수,3155,1790,72,160,1332
청주시 상당구,기타소유권이전,면적[천㎡],천㎡,259,145,6,12,132
청주시 상당구,주택유형,동(호)수[동(호)수],동(호)수,10408,7229,3439,3564,5090
청주시 상당구,주택유형,면적[천㎡],천㎡,866,603,296,306,453
청주시 상당구,단독주택,동(호)수[동(호)수],동(호)수,548,627,488,408,376
청주시 상당구,단독주택,면적[천㎡],천㎡,61,85,59,53,43
청주시 상당구,다가구주택,동(호)수[동(호)수],동(호)수,93,94,100,61,50
청주시 상당구,다가구주택,면적[천㎡],천㎡,35,35,38,26,20
청주시 상당구,다세대주택,동(호)수[동(호)수],동(호)수,92,125,111,76,82
청주시 상당구,다세대주택,면적[천㎡],천㎡,6,7,6,5,5
청주시 상당구,연립주택,동(호)수[동(호)수],동(호)수,85,69,85,78,57
청주시 상당구,연립주택,면적[천㎡],천㎡,6,5,5,5,4
청주시 상당구,아파트,동(호)수[동(호)수],동(호)수,9590,6314,2655,2941,4525
청주시 상당구,아파트,면적[천㎡],천㎡,758,471,187,217,382
청주시 서원구,매입자거주지,동(호)수[동(호)수],동(호)수,6732,7548,7142,4770,6953
청주시 서원구,매입자거주지,면적[천㎡],천㎡,578,620,612,415,573
청주시 서원구,관할 시군구내,동(호)수[동(호)수],동(호)수,2309,2258,2550,2330,2790
청주시 서원구,관할 시군구내,면적[천㎡],천㎡,206,217,231,211,235
청주시 서원구,관할 시도내,동(호)수[동(호)수],동(호)수,1476,1575,3190,1501,3034
청주시 서원구,관할 시도내,면적[천㎡],천㎡,132,134,272,132,250
청주시 서원구,관할 시도외 서울,동(호)수[동(호)수],동(호)수,430,594,293,177,193
청주시 서원구,관할 시도외 서울,면적[천㎡],천㎡,36,43,24,14,18
청주시 서원구,관할 시도외 기타,동(호)수[동(호)수],동(호)수,2517,3121,1109,762,936
청주시 서원구,관할 시도외 기타,면적[천㎡],천㎡,205,227,84,58,70
청주시 서원구,거래주체,동(호)수[동(호)수],동(호)수,6732,7548,7142,4770,6953
청주시 서원구,거래주체,면적[천㎡],천㎡,578,620,612,415,573
청주시 서원구,개인->개인,동(호)수[동(호)수],동(호)수,5295,5684,3141,3231,3671
청주시 서원구,개인->개인,면적[천㎡],천㎡,462,482,263,270,303
청주시 서원구,개인->법인,동(호)수[동(호)수],동(호)수,780,974,405,104,94
청주시 서원구,개인->법인,면적[천㎡],천㎡,66,65,37,9,10
청주시 서원구,개인->기타,동(호)수[동(호)수],동(호)수,30,76,19,54,24
청주시 서원구,개인->기타,면적[천㎡],천㎡,5,8,3,3,2
청주시 서원구,법인->개인,동(호)수[동(호)수],동(호)수,499,582,1638,1147,2984
청주시 서원구,법인->개인,면적[천㎡],천㎡,35,36,143,97,249
청주시 서원구,법인->법인,동(호)수[동(호)수],동(호)수,108,161,64,33,124
청주시 서원구,법인->법인,면적[천㎡],천㎡,8,19,4,2,5
청주시 서원구,법인->기타,동(호)수[동(호)수],동(호)수,1,17,1,1,0
청주시 서원구,법인->기타,면적[천㎡],천㎡,0,3,1,0,0
청주시 서원구,기타->개인,동(호)수[동(호)수],동(호)수,12,44,1870,43,53
청주시 서원구,기타->개인,면적[천㎡],천㎡,2,6,162,3,4
청주시 서원구,기타->법인,동(호)수[동(호)수],동(호)수,1,4,3,0,1
청주시 서원구,기타->법인,면적[천㎡],천㎡,0,1,1,0,0
청주시 서원구,기타->기타,동(호)수[동(호)수],동(호)수,6,6,1,157,2
청주시 서원구,기타->기타,면적[천㎡],천㎡,1,1,0,30,0
청주시 서원구,거래규모,동(호)수[동(호)수],동(호)수,6732,7548,7142,4770,6953
청주시 서원구,거래규모,면적[천㎡],천㎡,578,620,612,415,573
청주시 서원구,20㎡이하,동(호)수[동(호)수],동(호)수,28,20,37,40,21
청주시 서원구,20㎡이하,면적[천㎡],천㎡,0,0,0,0,0
청주시 서원구,21~40㎡,동(호)수[동(호)수],동(호)수,578,713,477,345,434
청주시 서원구,21~40㎡,면적[천㎡],천㎡,21,25,16,11,14
청주시 서원구,41~60㎡,동(호)수[동(호)수],동(호)수,2056,2944,1621,1260,1640
청주시 서원구,41~60㎡,면적[천㎡],천㎡,113,162,85,70,93
청주시 서원구,61~85㎡,동(호)수[동(호)수],동(호)수,2940,2688,3567,2215,3740
청주시 서원구,61~85㎡,면적[천㎡],천㎡,238,217,291,180,307
청주시 서원구,86~100㎡,동(호)수[동(호)수],동(호)수,149,168,485,110,103
청주시 서원구,86~100㎡,면적[천㎡],천㎡,14,16,48,11,10
청주시 서원구,101~135㎡,동(호)수[동(호)수],동(호)수,505,490,479,487,798
청주시 서원구,101~135㎡,면적[천㎡],천㎡,59,58,53,56,92
청주시 서원구,136~165㎡,동(호)수[동(호)수],동(호)수,127,177,195,89,76
청주시 서원구,136~165㎡,면적[천㎡],천㎡,19,26,28,13,11
청주시 서원구,166~198㎡,동(호)수[동(호)수],동(호)수,98,93,70,37,30
청주시 서원구,166~198㎡,면적[천㎡],천㎡,18,17,13,7,5
청주시 서원구,198㎡초과,동(호)수[동(호)수],동(호)수,251,255,211,187,111
청주시 서원구,198㎡초과,면적[천㎡],천㎡,97,99,78,68,40
청주시 서원구,거래원인,동(호)수[동(호)수],동(호)수,6732,7548,7142,4770,6953
청주시 서원구,거래원인,면적[천㎡],천㎡,578,620,612,415,573
청주시 서원구,매매,동(호)수[동(호)수],동(호)수,5091,6395,2950,3171,3110
청주시 서원구,매매,면적[천㎡],천㎡,448,530,261,261,244
청주시 서원구,판결,동(호)수[동(호)수],동(호)수,15,15,14,155,3
청주시 서원구,판결,면적[천㎡],천㎡,1,1,1,30,0
청주시 서원구,교환,동(호)수[동(호)수],동(호)수,3,3,2,2,4
청주시 서원구,교환,면적[천㎡],천㎡,0,0,0,0,0
청주시 서원구,증여,동(호)수[동(호)수],동(호)수,462,462,333,195,295
청주시 서원구,증여,면적[천㎡],천㎡,41,37,27,15,25
청주시 서원구,분양권,동(호)수[동(호)수],동(호)수,,,,,0
청주시 서원구,분양권,면적[천㎡],천㎡,,,,,0
청주시 서원구,분양권전매,동(호)수[동(호)수],동(호)수,828,357,228,366,611
청주시 서원구,분양권전매,면적[천㎡],천㎡,65,28,19,32,54
청주시 서원구,기타,동(호)수[동(호)수],동(호)수,,,,,0
청주시 서원구,기타,면적[천㎡],천㎡,,,,,0
청주시 서원구,기타소유권이전,동(호)수[동(호)수],동(호)수,333,316,3615,881,2930
청주시 서원구,기타소유권이전,면적[천㎡],천㎡,22,24,305,77,249
청주시 서원구,주택유형,동(호)수[동(호)수],동(호)수,6732,7548,7142,4770,6953
청주시 서원구,주택유형,면적[천㎡],천㎡,578,620,612,415,573
청주시 서원구,단독주택,동(호)수[동(호)수],동(호)수,720,880,588,417,347
청주시 서원구,단독주택,면적[천㎡],천㎡,94,122,77,72,44
청주시 서원구,다가구주택,동(호)수[동(호)수],동(호)수,185,141,141,70,74
청주시 서원구,다가구주택,면적[천㎡],천㎡,68,53,50,26,26
청주시 서원구,다세대주택,동(호)수[동(호)수],동(호)수,109,108,93,62,54
청주시 서원구,다세대주택,면적[천㎡],천㎡,7,8,6,3,2
청주시 서원구,연립주택,동(호)수[동(호)수],동(호)수,82,115,83,38,67
청주시 서원구,연립주택,면적[천㎡],천㎡,5,7,5,2,4
청주시 서원구,아파트,동(호)수[동(호)수],동(호)수,5636,6304,6237,4183,6411
청주시 서원구,아파트,면적[천㎡],천㎡,404,429,474,312,496
청주시 흥덕구,매입자거주지,동(호)수[동(호)수],동(호)수,10546,12773,6799,11534,10608
청주시 흥덕구,매입자거주지,면적[천㎡],천㎡,941,995,609,955,907
청주시 흥덕구,관할 시군구내,동(호)수[동(호)수],동(호)수,4314,4838,2975,5614,5619
청주시 흥덕구,관할 시군구내,면적[천㎡],천㎡,418,388,269,463,473
청주시 흥덕구,관할 시도내,동(호)수[동(호)수],동(호)수,2083,4095,2261,4236,3443
청주시 흥덕구,관할 시도내,면적[천㎡],천㎡,180,309,205,356,302
청주시 흥덕구,관할 시도외 서울,동(호)수[동(호)수],동(호)수,623,807,264,197,212
청주시 흥덕구,관할 시도외 서울,면적[천㎡],천㎡,51,69,25,20,21
청주시 흥덕구,관할 시도외 기타,동(호)수[동(호)수],동(호)수,3526,3033,1299,1487,1334
청주시 흥덕구,관할 시도외 기타,면적[천㎡],천㎡,292,228,110,115,110
청주시 흥덕구,거래주체,동(호)수[동(호)수],동(호)수,10546,12773,6799,11534,10608
청주시 흥덕구,거래주체,면적[천㎡],천㎡,941,995,609,955,907
청주시 흥덕구,개인->개인,동(호)수[동(호)수],동(호)수,8040,6225,3557,5368,5820
청주시 흥덕구,개인->개인,면적[천㎡],천㎡,730,531,319,440,501
청주시 흥덕구,개인->법인,동(호)수[동(호)수],동(호)수,1189,747,189,144,217
청주시 흥덕구,개인->법인,면적[천㎡],천㎡,103,53,13,8,16
청주시 흥덕구,개인->기타,동(호)수[동(호)수],동(호)수,98,65,55,42,62
청주시 흥덕구,개인->기타,면적[천㎡],천㎡,10,6,4,4,2
청주시 흥덕구,법인->개인,동(호)수[동(호)수],동(호)수,702,5496,2813,5825,3593
청주시 흥덕구,법인->개인,면적[천㎡],천㎡,60,380,259,495,326
청주시 흥덕구,법인->법인,동(호)수[동(호)수],동(호)수,203,223,33,14,68
청주시 흥덕구,법인->법인,면적[천㎡],천㎡,13,21,2,1,3
청주시 흥덕구,법인->기타,동(호)수[동(호)수],동(호)수,21,7,14,94,51
청주시 흥덕구,법인->기타,면적[천㎡],천㎡,1,3,3,2,4
청주시 흥덕구,기타->개인,동(호)수[동(호)수],동(호)수,267,7,132,41,547
청주시 흥덕구,기타->개인,면적[천㎡],천㎡,19,1,9,4,42
청주시 흥덕구,기타->법인,동(호)수[동(호)수],동(호)수,18,1,2,2,247
청주시 흥덕구,기타->법인,면적[천㎡],천㎡,4,0,0,0,12
청주시 흥덕구,기타->기타,동(호)수[동(호)수],동(호)수,8,2,4,4,3
청주시 흥덕구,기타->기타,면적[천㎡],천㎡,1,1,0,0,0
청주시 흥덕구,거래규모,동(호)수[동(호)수],동(호)수,10546,12773,6799,11534,10608
청주시 흥덕구,거래규모,면적[천㎡],천㎡,941,995,609,955,907
청주시 흥덕구,20㎡이하,동(호)수[동(호)수],동(호)수,205,96,111,118,109
청주시 흥덕구,20㎡이하,면적[천㎡],천㎡,4,2,2,2,2
청주시 흥덕구,21~40㎡,동(호)수[동(호)수],동(호)수,869,1132,889,735,674
청주시 흥덕구,21~40㎡,면적[천㎡],천㎡,28,37,27,22,22
청주시 흥덕구,41~60㎡,동(호)수[동(호)수],동(호)수,2935,6151,2060,2463,2248
청주시 흥덕구,41~60㎡,면적[천㎡],천㎡,162,349,114,136,121
청주시 흥덕구,61~85㎡,동(호)수[동(호)수],동(호)수,4277,3772,1815,6344,4908
청주시 흥덕구,61~85㎡,면적[천㎡],천㎡,351,309,146,522,402
청주시 흥덕구,86~100㎡,동(호)수[동(호)수],동(호)수,427,221,115,250,477
청주시 흥덕구,86~100㎡,면적[천㎡],천㎡,42,22,11,24,47
청주시 흥덕구,101~135㎡,동(호)수[동(호)수],동(호)수,946,806,1071,1254,1780
청주시 흥덕구,101~135㎡,면적[천㎡],천㎡,114,91,127,147,200
청주시 흥덕구,136~165㎡,동(호)수[동(호)수],동(호)수,335,128,267,96,133
청주시 흥덕구,136~165㎡,면적[천㎡],천㎡,51,19,40,15,20
청주시 흥덕구,166~198㎡,동(호)수[동(호)수],동(호)수,135,81,173,57,60
청주시 흥덕구,166~198㎡,면적[천㎡],천㎡,25,15,32,11,11
청주시 흥덕구,198㎡초과,동(호)수[동(호)수],동(호)수,417,386,298,217,219
청주시 흥덕구,198㎡초과,면적[천㎡],천㎡,165,153,112,77,80
청주시 흥덕구,거래원인,동(호)수[동(호)수],동(호)수,10546,12773,6799,11534,10608
청주시 흥덕구,거래원인,면적[천㎡],천㎡,941,995,609,955,907
청주시 흥덕구,매매,동(호)수[동(호)수],동(호)수,8354,6655,3440,4582,4801
청주시 흥덕구,매매,면적[천㎡],천㎡,762,575,306,386,410
청주시 흥덕구,판결,동(호)수[동(호)수],동(호)수,33,12,11,23,271
청주시 흥덕구,판결,면적[천㎡],천㎡,11,2,1,3,13
청주시 흥덕구,교환,동(호)수[동(호)수],동(호)수,3,4,13,7,4
청주시 흥덕구,교환,면적[천㎡],천㎡,0,1,1,1,1
청주시 흥덕구,증여,동(호)수[동(호)수],동(호)수,583,492,495,813,719
청주시 흥덕구,증여,면적[천㎡],천㎡,45,36,40,53,47
청주시 흥덕구,분양권,동(호)수[동(호)수],동(호)수,,,,,0
청주시 흥덕구,분양권,면적[천㎡],천㎡,,,,,0
청주시 흥덕구,분양권전매,동(호)수[동(호)수],동(호)수,593,102,75,807,1122
청주시 흥덕구,분양권전매,면적[천㎡],천㎡,48,7,6,64,105
청주시 흥덕구,기타,동(호)수[동(호)수],동(호)수,,,,,0
청주시 흥덕구,기타,면적[천㎡],천㎡,,,,,0
청주시 흥덕구,기타소유권이전,동(호)수[동(호)수],동(호)수,980,5508,2765,5302,3691
청주시 흥덕구,기타소유권이전,면적[천㎡],천㎡,75,375,255,448,330
청주시 흥덕구,주택유형,동(호)수[동(호)수],동(호)수,10546,12773,6799,11534,10608
청주시 흥덕구,주택유형,면적[천㎡],천㎡,941,995,609,955,907
청주시 흥덕구,단독주택,동(호)수[동(호)수],동(호)수,1047,725,444,458,514
청주시 흥덕구,단독주택,면적[천㎡],천㎡,149,116,76,71,71
청주시 흥덕구,다가구주택,동(호)수[동(호)수],동(호)수,248,204,178,106,132
청주시 흥덕구,다가구주택,면적[천㎡],천㎡,99,79,69,39,47
청주시 흥덕구,다세대주택,동(호)수[동(호)수],동(호)수,128,149,129,89,107
청주시 흥덕구,다세대주택,면적[천㎡],천㎡,7,17,7,5,6
청주시 흥덕구,연립주택,동(호)수[동(호)수],동(호)수,130,77,54,50,40
청주시 흥덕구,연립주택,면적[천㎡],천㎡,7,5,3,3,2
청주시 흥덕구,아파트,동(호)수[동(호)수],동(호)수,8993,11618,5994,10831,9815
청주시 흥덕구,아파트,면적[천㎡],천㎡,679,777,453,837,780
청주시 청원구,매입자거주지,동(호)수[동(호)수],동(호)수,5566,4852,2907,3709,3303
