행정구역별,유형별,항목,단위,2020 년,2021 년,2022 년,2023 년,2024 년
송파구,법인->기타,면적[천㎡],천㎡,7,42,16,15,8
송파구,기타->개인,동(호)수[동(호)수],동(호)수,99,1732,15,30,40
송파구,기타->개인,면적[천㎡],천㎡,8,133,1,2,3
송파구,기타->법인,동(호)수[동(호)수],동(호)수,4,1,2,5,0
송파구,기타->법인,면적[천㎡],천㎡,0,0,0,1,0
송파구,기타->기타,동(호)수[동(호)수],동(호)수,3,6,0,2,2
송파구,기타->기타,면적[천㎡],천㎡,0,0,0,0,0
송파구,거래규모,동(호)수[동(호)수],동(호)수,17055,13124,4420,5002,7741
송파구,거래규모,면적[천㎡],천㎡,1304,863,270,355,560
송파구,20㎡이하,동(호)수[동(호)수],동(호)수,571,535,376,154,213
송파구,20㎡이하,면적[천㎡],천㎡,8,8,6,2,3
송파구,21~40㎡,동(호)수[동(호)수],동(호)수,3093,3414,1504,1109,1337
송파구,21~40㎡,면적[천㎡],천㎡,96,110,46,36,41
송파구,41~60㎡,동(호)수[동(호)수],동(호)수,5667,4198,1261,1496,2415
송파구,41~60㎡,면적[천㎡],천㎡,293,212,63,78,127
송파구,61~85㎡,동(호)수[동(호)수],동(호)수,3743,3700,811,1402,2364
송파구,61~85㎡,면적[천㎡],천㎡,299,289,63,114,192
송파구,86~100㎡,동(호)수[동(호)수],동(호)수,257,133,66,107,160
송파구,86~100㎡,면적[천㎡],천㎡,24,12,6,10,15
송파구,101~135㎡,동(호)수[동(호)수],동(호)수,2602,538,181,453,829
송파구,101~135㎡,면적[천㎡],천㎡,291,62,21,51,95
송파구,136~165㎡,동(호)수[동(호)수],동(호)수,490,210,58,151,257
송파구,136~165㎡,면적[천㎡],천㎡,72,31,9,22,37
송파구,166~198㎡,동(호)수[동(호)수],동(호)수,193,127,40,72,77
송파구,166~198㎡,면적[천㎡],천㎡,34,23,7,13,14
송파구,198㎡초과,동(호)수[동(호)수],동(호)수,439,269,123,58,89
송파구,198㎡초과,면적[천㎡],천㎡,188,117,50,29,37
송파구,거래원인,동(호)수[동(호)수],동(호)수,17055,13124,4420,5002,7741
송파구,거래원인,면적[천㎡],천㎡,1304,863,270,355,560
송파구,매매,동(호)수[동(호)수],동(호)수,9715,6599,2818,4023,6177
송파구,매매,면적[천㎡],천㎡,755,463,177,302,481
송파구,판결,동(호)수[동(호)수],동(호)수,208,52,58,51,59
송파구,판결,면적[천㎡],천㎡,56,3,3,5,5
송파구,교환,동(호)수[동(호)수],동(호)수,29,12,15,18,16
송파구,교환,면적[천㎡],천㎡,2,1,1,2,1
송파구,증여,동(호)수[동(호)수],동(호)수,3715,2458,776,356,763
송파구,증여,면적[천㎡],천㎡,224,143,50,22,32
송파구,분양권,동(호)수[동(호)수],동(호)수,,,,,0
송파구,분양권,면적[천㎡],천㎡,,,,,0
송파구,분양권전매,동(호)수[동(호)수],동(호)수,167,35,17,6,18
송파구,분양권전매,면적[천㎡],천㎡,12,3,1,0,1
송파구,기타,동(호)수[동(호)수],동(호)수,,,,,0
송파구,기타,면적[천㎡],천㎡,,,,,0
송파구,기타소유권이전,동(호)수[동(호)수],동(호)수,3221,3968,736,548,708
송파구,기타소유권이전,면적[천㎡],천㎡,256,250,38,24,39
송파구,주택유형,동(호)수[동(호)수],동(호)수,17055,13124,4420,5002,7741
송파구,주택유형,면적[천㎡],천㎡,1304,863,270,355,560
송파구,단독주택,동(호)수[동(호)수],동(호)수,466,266,123,65,95
송파구,단독주택,면적[천㎡],천㎡,138,83,34,23,25
송파구,다가구주택,동(호)수[동(호)수],동(호)수,197,130,50,18,47
송파구,다가구주택,면적[천㎡],천㎡,69,45,18,8,15
송파구,다세대주택,동(호)수[동(호)수],동(호)수,4996,4329,2236,1263,1653
송파구,다세대주택,면적[천㎡],천㎡,217,187,90,54,71
송파구,연립주택,동(호)수[동(호)수],동(호)수,462,378,166,101,288
송파구,연립주택,면적[천㎡],천㎡,26,20,9,6,16
송파구,아파트,동(호)수[동(호)수],동(호)수,10934,8021,1845,3555,5658
송파구,아파트,면적[천㎡],천㎡,854,527,119,265,432
강동구,매입자거주지,동(호)수[동(호)수],동(호)수,16559,10395,4892,20326,8673
강동구,매입자거주지,면적[천㎡],천㎡,1113,737,304,1348,581
강동구,관할 시군구내,동(호)수[동(호)수],동(호)수,5593,3051,1681,4265,2717
강동구,관할 시군구내,면적[천㎡],천㎡,411,231,114,301,185
강동구,관할 시도내,동(호)수[동(호)수],동(호)수,7544,4636,1852,11510,3583
강동구,관할 시도내,면적[천㎡],천㎡,478,328,111,720,242
강동구,관할 시도외 서울,동(호)수[동(호)수],동(호)수,0,0,0,0,0
강동구,관할 시도외 서울,면적[천㎡],천㎡,0,0,0,0,0
강동구,관할 시도외 기타,동(호)수[동(호)수],동(호)수,3422,2708,1359,4551,2373
강동구,관할 시도외 기타,면적[천㎡],천㎡,223,178,78,328,153
강동구,거래주체,동(호)수[동(호)수],동(호)수,16559,10395,4892,20326,8673
강동구,거래주체,면적[천㎡],천㎡,1113,737,304,1348,581
강동구,개인->개인,동(호)수[동(호)수],동(호)수,10622,6158,2373,6114,5856
강동구,개인->개인,면적[천㎡],천㎡,707,406,152,323,369
강동구,개인->법인,동(호)수[동(호)수],동(호)수,544,371,176,53,29
강동구,개인->법인,면적[천㎡],천㎡,53,55,22,6,5
강동구,개인->기타,동(호)수[동(호)수],동(호)수,325,397,122,69,57
강동구,개인->기타,면적[천㎡],천㎡,17,18,5,5,6
강동구,법인->개인,동(호)수[동(호)수],동(호)수,3125,2913,1542,12208,2361
강동구,법인->개인,면적[천㎡],천㎡,233,232,97,933,187
강동구,법인->법인,동(호)수[동(호)수],동(호)수,221,52,5,133,137
강동구,법인->법인,면적[천㎡],천㎡,8,2,2,8,2
강동구,법인->기타,동(호)수[동(호)수],동(호)수,735,360,577,555,201
강동구,법인->기타,면적[천㎡],천㎡,39,15,20,17,7
강동구,기타->개인,동(호)수[동(호)수],동(호)수,985,14,9,27,27
강동구,기타->개인,면적[천㎡],천㎡,55,2,1,2,2
강동구,기타->법인,동(호)수[동(호)수],동(호)수,2,2,20,3,2
강동구,기타->법인,면적[천㎡],천㎡,1,1,0,0,0
강동구,기타->기타,동(호)수[동(호)수],동(호)수,0,128,68,1164,3
강동구,기타->기타,면적[천㎡],천㎡,0,6,4,54,2
강동구,거래규모,동(호)수[동(호)수],동(호)수,16559,10395,4892,20326,8673
강동구,거래규모,면적[천㎡],천㎡,1113,737,304,1348,581
강동구,20㎡이하,동(호)수[동(호)수],동(호)수,784,724,471,650,498
강동구,20㎡이하,면적[천㎡],천㎡,10,11,7,10,7
강동구,21~40㎡,동(호)수[동(호)수],동(호)수,2861,1631,1042,4399,1446
강동구,21~40㎡,면적[천㎡],천㎡,87,51,32,149,43
강동구,41~60㎡,동(호)수[동(호)수],동(호)수,6553,3444,2144,6174,2529
강동구,41~60㎡,면적[천㎡],천㎡,342,171,113,333,137
강동구,61~85㎡,동(호)수[동(호)수],동(호)수,4669,3108,918,6220,3154
강동구,61~85㎡,면적[천㎡],천㎡,380,255,73,522,260
강동구,86~100㎡,동(호)수[동(호)수],동(호)수,204,71,23,864,90
강동구,86~100㎡,면적[천㎡],천㎡,20,7,2,83,9
강동구,101~135㎡,동(호)수[동(호)수],동(호)수,854,887,63,1854,821
강동구,101~135㎡,면적[천㎡],천㎡,97,93,8,212,88
강동구,136~165㎡,동(호)수[동(호)수],동(호)수,126,84,45,66,27
강동구,136~165㎡,면적[천㎡],천㎡,19,12,7,10,4
강동구,166~198㎡,동(호)수[동(호)수],동(호)수,140,85,32,22,29
강동구,166~198㎡,면적[천㎡],천㎡,25,16,6,4,5
강동구,198㎡초과,동(호)수[동(호)수],동(호)수,368,361,154,77,79
강동구,198㎡초과,면적[천㎡],천㎡,133,122,56,24,27
강동구,거래원인,동(호)수[동(호)수],동(호)수,16559,10395,4892,20326,8673
강동구,거래원인,면적[천㎡],천㎡,1113,737,304,1348,581
강동구,매매,동(호)수[동(호)수],동(호)수,8686,5460,2224,3634,5080
강동구,매매,면적[천㎡],천㎡,636,394,149,234,331
강동구,판결,동(호)수[동(호)수],동(호)수,30,57,42,46,28
강동구,판결,면적[천㎡],천㎡,3,4,3,3,2
강동구,교환,동(호)수[동(호)수],동(호)수,7,7,8,17,7
강동구,교환,면적[천㎡],천㎡,1,1,0,2,0
강동구,증여,동(호)수[동(호)수],동(호)수,3023,1739,643,2651,871
강동구,증여,면적[천㎡],천㎡,152,97,42,97,36
강동구,분양권,동(호)수[동(호)수],동(호)수,,,,,0
강동구,분양권,면적[천㎡],천㎡,,,,,0
강동구,분양권전매,동(호)수[동(호)수],동(호)수,73,10,11,125,256
강동구,분양권전매,면적[천㎡],천㎡,5,1,1,10,22
강동구,기타,동(호)수[동(호)수],동(호)수,,,,,0
강동구,기타,면적[천㎡],천㎡,,,,,0
강동구,기타소유권이전,동(호)수[동(호)수],동(호)수,4740,3122,1964,13853,2431
강동구,기타소유권이전,면적[천㎡],천㎡,316,241,109,1003,190
강동구,주택유형,동(호)수[동(호)수],동(호)수,16559,10395,4892,20326,8673
강동구,주택유형,면적[천㎡],천㎡,1113,737,304,1348,581
강동구,단독주택,동(호)수[동(호)수],동(호)수,467,390,196,90,88
강동구,단독주택,면적[천㎡],천㎡,110,99,44,16,20
강동구,다가구주택,동(호)수[동(호)수],동(호)수,192,148,74,49,47
강동구,다가구주택,면적[천㎡],천㎡,59,45,25,13,15
강동구,다세대주택,동(호)수[동(호)수],동(호)수,3864,3357,1775,1531,1693
강동구,다세대주택,면적[천㎡],천㎡,159,135,67,58,63
강동구,연립주택,동(호)수[동(호)수],동(호)수,236,186,118,107,160
강동구,연립주택,면적[천㎡],천㎡,18,11,7,6,8
강동구,아파트,동(호)수[동(호)수],동(호)수,11800,6314,2729,18549,6685
강동구,아파트,면적[천㎡],천㎡,767,446,161,1255,475
부산광역시,매입자거주지,동(호)수[동(호)수],동(호)수,164614,100250,53590,58898,60747
부산광역시,매입자거주지,면적[천㎡],천㎡,12662,7146,3878,4364,4530
부산광역시,관할 시군구내,동(호)수[동(호)수],동(호)수,70682,41928,22316,26695,27916
부산광역시,관할 시군구내,면적[천㎡],천㎡,5688,3183,1669,2066,2153
부산광역시,관할 시도내,동(호)수[동(호)수],동(호)수,66165,39001,21977,22965,23018
부산광역시,관할 시도내,면적[천㎡],천㎡,4985,2745,1616,1673,1698
부산광역시,관할 시도외 서울,동(호)수[동(호)수],동(호)수,3731,2575,1131,1067,1121
부산광역시,관할 시도외 서울,면적[천㎡],천㎡,268,174,72,72,75
부산광역시,관할 시도외 기타,동(호)수[동(호)수],동(호)수,24036,16746,8166,8171,8692
부산광역시,관할 시도외 기타,면적[천㎡],천㎡,1721,1045,522,553,603
부산광역시,거래주체,동(호)수[동(호)수],동(호)수,164614,100250,53590,58898,60747
부산광역시,거래주체,면적[천㎡],천㎡,12662,7146,3878,4364,4530
부산광역시,개인->개인,동(호)수[동(호)수],동(호)수,120273,69985,33600,39077,42127
부산광역시,개인->개인,면적[천㎡],천㎡,9359,5023,2406,2878,3094
부산광역시,개인->법인,동(호)수[동(호)수],동(호)수,5639,5850,2570,743,753
부산광역시,개인->법인,면적[천㎡],천㎡,441,395,195,57,60
부산광역시,개인->기타,동(호)수[동(호)수],동(호)수,1900,1580,880,250,234
부산광역시,개인->기타,면적[천㎡],천㎡,139,119,63,26,20
부산광역시,법인->개인,동(호)수[동(호)수],동(호)수,32452,16818,12339,15805,15358
부산광역시,법인->개인,면적[천㎡],천㎡,2421,1214,859,1210,1219
부산광역시,법인->법인,동(호)수[동(호)수],동(호)수,2067,1454,1049,1061,934
부산광역시,법인->법인,면적[천㎡],천㎡,109,80,52,50,44
부산광역시,법인->기타,동(호)수[동(호)수],동(호)수,472,647,591,407,91
부산광역시,법인->기타,면적[천㎡],천㎡,25,31,90,15,4
부산광역시,기타->개인,동(호)수[동(호)수],동(호)수,1562,3728,2437,1467,1177
부산광역시,기타->개인,면적[천㎡],천㎡,145,273,193,119,83
부산광역시,기타->법인,동(호)수[동(호)수],동(호)수,139,91,45,33,14
부산광역시,기타->법인,면적[천㎡],천㎡,8,5,9,2,1
부산광역시,기타->기타,동(호)수[동(호)수],동(호)수,110,97,79,55,59
부산광역시,기타->기타,면적[천㎡],천㎡,15,7,11,6,6
부산광역시,거래규모,동(호)수[동(호)수],동(호)수,164614,100250,53590,58898,60747
부산광역시,거래규모,면적[천㎡],천㎡,12662,7146,3878,4364,4530
부산광역시,20㎡이하,동(호)수[동(호)수],동(호)수,4376,4084,2923,1946,1980
부산광역시,20㎡이하,면적[천㎡],천㎡,65,59,39,27,29
부산광역시,21~40㎡,동(호)수[동(호)수],동(호)수,12111,10291,6019,4500,4298
부산광역시,21~40㎡,면적[천㎡],천㎡,388,321,188,142,137
부산광역시,41~60㎡,동(호)수[동(호)수],동(호)수,47918,35385,17356,16568,17402
부산광역시,41~60㎡,면적[천㎡],천㎡,2579,1898,928,907,963
부산광역시,61~85㎡,동(호)수[동(호)수],동(호)수,73937,37552,21935,28914,29100
부산광역시,61~85㎡,면적[천㎡],천㎡,5924,2965,1744,2341,2358
부산광역시,86~100㎡,동(호)수[동(호)수],동(호)수,3119,1818,743,1197,1191
부산광역시,86~100㎡,면적[천㎡],천㎡,294,171,70,114,114
부산광역시,101~135㎡,동(호)수[동(호)수],동(호)수,14035,6856,2366,4061,4586
부산광역시,101~135㎡,면적[천㎡],천㎡,1646,795,279,466,532
부산광역시,136~165㎡,동(호)수[동(호)수],동(호)수,5105,2135,1050,907,1472
부산광역시,136~165㎡,면적[천㎡],천㎡,765,320,157,135,213
부산광역시,166~198㎡,동(호)수[동(호)수],동(호)수,2316,937,466,351,361
부산광역시,166~198㎡,면적[천㎡],천㎡,418,169,84,63,65
부산광역시,198㎡초과,동(호)수[동(호)수],동(호)수,1697,1192,732,454,357
부산광역시,198㎡초과,면적[천㎡],천㎡,585,448,391,169,120
부산광역시,거래원인,동(호)수[동(호)수],동(호)수,164614,100250,53590,58898,60747
부산광역시,거래원인,면적[천㎡],천㎡,12662,7146,3878,4364,4530
부산광역시,매매,동(호)수[동(호)수],동(호)수,109139,69646,31214,34027,36612
부산광역시,매매,면적[천㎡],천㎡,8472,4954,2274,2502,2687
부산광역시,판결,동(호)수[동(호)수],동(호)수,254,345,312,332,167
부산광역시,판결,면적[천㎡],천㎡,28,26,22,34,14
부산광역시,교환,동(호)수[동(호)수],동(호)수,58,46,77,85,51
부산광역시,교환,면적[천㎡],천㎡,5,3,6,7,3
부산광역시,증여,동(호)수[동(호)수],동(호)수,9195,8823,6351,4680,4277
부산광역시,증여,면적[천㎡],천㎡,652,582,450,296,265
부산광역시,분양권,동(호)수[동(호)수],동(호)수,,,,,0
부산광역시,분양권,면적[천㎡],천㎡,,,,,0
부산광역시,분양권전매,동(호)수[동(호)수],동(호)수,13003,3444,1755,2959,3733
부산광역시,분양권전매,면적[천㎡],천㎡,1051,250,128,225,293
부산광역시,기타,동(호)수[동(호)수],동(호)수,,,,,0
부산광역시,기타,면적[천㎡],천㎡,,,,,0
부산광역시,기타소유권이전,동(호)수[동(호)수],동(호)수,32965,17946,13881,16815,15907
부산광역시,기타소유권이전,면적[천㎡],천㎡,2454,1332,999,1300,1267
부산광역시,주택유형,동(호)수[동(호)수],동(호)수,164614,100250,53590,58898,60747
부산광역시,주택유형,면적[천㎡],천㎡,12662,7146,3878,4364,4530
부산광역시,단독주택,동(호)수[동(호)수],동(호)수,13375,9996,5115,3277,2966
부산광역시,단독주택,면적[천㎡],천㎡,1355,1038,642,332,273
부산광역시,다가구주택,동(호)수[동(호)수],동(호)수,2261,1377,666,388,428
부산광역시,다가구주택,면적[천㎡],천㎡,372,242,123,69,66
부산광역시,다세대주택,동(호)수[동(호)수],동(호)수,13684,14761,7916,4483,4568
부산광역시,다세대주택,면적[천㎡],천㎡,612,634,330,186,195
부산광역시,연립주택,동(호)수[동(호)수],동(호)수,2720,2877,1298,783,731
부산광역시,연립주택,면적[천㎡],천㎡,156,164,75,47,40
부산광역시,아파트,동(호)수[동(호)수],동(호)수,132574,71239,38595,49967,52054
부산광역시,아파트,면적[천㎡],천㎡,10167,5068,2709,3730,3956
중구,매입자거주지,동(호)수[동(호)수],동(호)수,946,1639,670,394,359
중구,매입자거주지,면적[천㎡],천㎡,66,100,63,26,24
중구,관할 시군구내,동(호)수[동(호)수],동(호)수,404,423,176,151,132
중구,관할 시군구내,면적[천㎡],천㎡,29,26,13,11,9
중구,관할 시도내,동(호)수[동(호)수],동(호)수,425,676,280,164,134
중구,관할 시도내,면적[천㎡],천㎡,31,48,20,11,10
중구,관할 시도외 서울,동(호)수[동(호)수],동(호)수,24,72,26,12,20
중구,관할 시도외 서울,면적[천㎡],천㎡,1,4,2,1,1
중구,관할 시도외 기타,동(호)수[동(호)수],동(호)수,93,468,188,67,73
중구,관할 시도외 기타,면적[천㎡],천㎡,5,22,29,4,5
중구,거래주체,동(호)수[동(호)수],동(호)수,946,1639,670,394,359
중구,거래주체,면적[천㎡],천㎡,66,100,63,26,24
중구,개인->개인,동(호)수[동(호)수],동(호)수,809,1104,486,318,309
중구,개인->개인,면적[천㎡],천㎡,56,67,53,21,21
중구,개인->법인,동(호)수[동(호)수],동(호)수,38,269,82,7,3
중구,개인->법인,면적[천㎡],천㎡,3,18,5,1,0
중구,개인->기타,동(호)수[동(호)수],동(호)수,14,20,4,6,2
중구,개인->기타,면적[천㎡],천㎡,1,1,0,1,0
중구,법인->개인,동(호)수[동(호)수],동(호)수,82,216,78,46,43
중구,법인->개인,면적[천㎡],천㎡,5,10,4,2,2
중구,법인->법인,동(호)수[동(호)수],동(호)수,2,25,17,5,1
중구,법인->법인,면적[천㎡],천㎡,0,3,1,0,0
중구,법인->기타,동(호)수[동(호)수],동(호)수,1,0,0,1,0
중구,법인->기타,면적[천㎡],천㎡,0,0,0,0,0
중구,기타->개인,동(호)수[동(호)수],동(호)수,0,5,2,5,1
중구,기타->개인,면적[천㎡],천㎡,0,0,0,1,0
중구,기타->법인,동(호)수[동(호)수],동(호)수,0,0,0,0,0
중구,기타->법인,면적[천㎡],천㎡,0,0,0,0,0
중구,기타->기타,동(호)수[동(호)수],동(호)수,0,0,1,6,0
중구,기타->기타,면적[천㎡],천㎡,0,0,0,0,0
중구,거래규모,동(호)수[동(호)수],동(호)수,946,1639,670,394,359
중구,거래규모,면적[천㎡],천㎡,66,100,63,26,24
중구,20㎡이하,동(호)수[동(호)수],동(호)수,63,94,22,19,27
중구,20㎡이하,면적[천㎡],천㎡,1,1,0,0,0
중구,21~40㎡,동(호)수[동(호)수],동(호)수,220,460,194,120,88
중구,21~40㎡,면적[천㎡],천㎡,7,15,6,4,3
중구,41~60㎡,동(호)수[동(호)수],동(호)수,316,664,222,109,130
중구,41~60㎡,면적[천㎡],천㎡,17,35,12,6,7
중구,61~85㎡,동(호)수[동(호)수],동(호)수,236,316,151,91,77
중구,61~85㎡,면적[천㎡],천㎡,18,24,11,7,6
중구,86~100㎡,동(호)수[동(호)수],동(호)수,30,26,20,23,8
중구,86~100㎡,면적[천㎡],천㎡,3,2,2,2,1
중구,101~135㎡,동(호)수[동(호)수],동(호)수,27,25,17,15,12
중구,101~135㎡,면적[천㎡],천㎡,3,3,2,2,1
중구,136~165㎡,동(호)수[동(호)수],동(호)수,17,14,17,3,2
중구,136~165㎡,면적[천㎡],천㎡,2,2,3,0,0
중구,166~198㎡,동(호)수[동(호)수],동(호)수,13,11,9,3,5
중구,166~198㎡,면적[천㎡],천㎡,2,2,2,1,1
중구,198㎡초과,동(호)수[동(호)수],동(호)수,24,29,18,11,10
중구,198㎡초과,면적[천㎡],천㎡,12,16,26,5,5
중구,거래원인,동(호)수[동(호)수],동(호)수,946,1639,670,394,359
중구,거래원인,면적[천㎡],천㎡,66,100,63,26,24
중구,매매,동(호)수[동(호)수],동(호)수,761,1304,558,316,277
중구,매매,면적[천㎡],천㎡,54,81,36,19,17
중구,판결,동(호)수[동(호)수],동(호)수,1,9,7,8,0
중구,판결,면적[천㎡],천㎡,0,1,0,1,0
중구,교환,동(호)수[동(호)수],동(호)수,0,0,0,1,0
중구,교환,면적[천㎡],천㎡,0,0,0,0,0
중구,증여,동(호)수[동(호)수],동(호)수,144,152,86,61,75
중구,증여,면적[천㎡],천㎡,9,8,25,6,7
중구,분양권,동(호)수[동(호)수],동(호)수,,,,,0
중구,분양권,면적[천㎡],천㎡,,,,,0
중구,분양권전매,동(호)수[동(호)수],동(호)수,10,52,0,0,0
중구,분양권전매,면적[천㎡],천㎡,1,3,0,0,0
중구,기타,동(호)수[동(호)수],동(호)수,,,,,0
중구,기타,면적[천㎡],천㎡,,,,,0
중구,기타소유권이전,동(호)수[동(호)수],동(호)수,30,122,19,8,7
중구,기타소유권이전,면적[천㎡],천㎡,2,7,3,1,0
중구,주택유형,동(호)수[동(호)수],동(호)수,946,1639,670,394,359
중구,주택유형,면적[천㎡],천㎡,66,100,63,26,24
중구,단독주택,동(호)수[동(호)수],동(호)수,196,231,140,87,64
중구,단독주택,면적[천㎡],천㎡,23,28,16,9,6
중구,다가구주택,동(호)수[동(호)수],동(호)수,10,15,1,4,4
중구,다가구주택,면적[천㎡],천㎡,3,2,1,2,1
중구,다세대주택,동(호)수[동(호)수],동(호)수,174,649,240,131,121
중구,다세대주택,면적[천㎡],천㎡,8,27,10,5,7
중구,연립주택,동(호)수[동(호)수],동(호)수,53,56,27,9,12
중구,연립주택,면적[천㎡],천㎡,2,3,2,1,1
중구,아파트,동(호)수[동(호)수],동(호)수,513,688,262,163,158
중구,아파트,면적[천㎡],천㎡,30,39,35,9,10
서구,매입자거주지,동(호)수[동(호)수],동(호)수,4229,2644,1686,1326,1385
서구,매입자거주지,면적[천㎡],천㎡,315,192,122,99,98
서구,관할 시군구내,동(호)수[동(호)수],동(호)수,1590,1058,685,610,691
서구,관할 시군구내,면적[천㎡],천㎡,117,80,49,45,51
서구,관할 시도내,동(호)수[동(호)수],동(호)수,2011,998,716,469,452
서구,관할 시도내,면적[천㎡],천㎡,154,69,52,37,33
서구,관할 시도외 서울,동(호)수[동(호)수],동(호)수,76,135,45,31,20
서구,관할 시도외 서울,면적[천㎡],천㎡,7,8,4,2,2
서구,관할 시도외 기타,동(호)수[동(호)수],동(호)수,552,453,240,216,222
서구,관할 시도외 기타,면적[천㎡],천㎡,37,35,17,14,13
서구,거래주체,동(호)수[동(호)수],동(호)수,4229,2644,1686,1326,1385
서구,거래주체,면적[천㎡],천㎡,315,192,122,99,98
서구,개인->개인,동(호)수[동(호)수],동(호)수,3398,2159,1210,1135,1229
서구,개인->개인,면적[천㎡],천㎡,254,156,88,83,88
서구,개인->법인,동(호)수[동(호)수],동(호)수,127,242,99,22,28
서구,개인->법인,면적[천㎡],천㎡,12,22,7,2,2
서구,개인->기타,동(호)수[동(호)수],동(호)수,58,41,46,7,9
서구,개인->기타,면적[천㎡],천㎡,5,2,2,1,1
서구,법인->개인,동(호)수[동(호)수],동(호)수,565,80,203,144,97
서구,법인->개인,면적[천㎡],천㎡,39,5,16,11,5
서구,법인->법인,동(호)수[동(호)수],동(호)수,39,59,91,3,3
서구,법인->법인,면적[천㎡],천㎡,2,3,4,0,0
서구,법인->기타,동(호)수[동(호)수],동(호)수,8,39,13,1,8
서구,법인->기타,면적[천㎡],천㎡,1,3,2,0,1
서구,기타->개인,동(호)수[동(호)수],동(호)수,22,19,21,11,8
서구,기타->개인,면적[천㎡],천㎡,2,1,2,1,1
서구,기타->법인,동(호)수[동(호)수],동(호)수,0,1,1,0,0
서구,기타->법인,면적[천㎡],천㎡,0,0,0,0,0
서구,기타->기타,동(호)수[동(호)수],동(호)수,12,4,2,3,3
서구,기타->기타,면적[천㎡],천㎡,1,0,1,0,1
서구,거래규모,동(호)수[동(호)수],동(호)수,4229,2644,1686,1326,1385
서구,거래규모,면적[천㎡],천㎡,315,192,122,99,98
서구,20㎡이하,동(호)수[동(호)수],동(호)수,316,126,160,70,74
서구,20㎡이하,면적[천㎡],천㎡,5,1,2,1,1
서구,21~40㎡,동(호)수[동(호)수],동(호)수,534,448,256,154,194
서구,21~40㎡,면적[천㎡],천㎡,16,14,9,5,6
서구,41~60㎡,동(호)수[동(호)수],동(호)수,792,641,340,238,302
서구,41~60㎡,면적[천㎡],천㎡,42,33,18,13,16
서구,61~85㎡,동(호)수[동(호)수],동(호)수,1701,862,617,611,607
서구,61~85㎡,면적[천㎡],천㎡,136,66,49,48,48
서구,86~100㎡,동(호)수[동(호)수],동(호)수,230,138,67,43,55
서구,86~100㎡,면적[천㎡],천㎡,21,13,6,4,5
서구,101~135㎡,동(호)수[동(호)수],동(호)수,447,261,151,154,105
서구,101~135㎡,면적[천㎡],천㎡,50,31,17,17,12
서구,136~165㎡,동(호)수[동(호)수],동(호)수,127,98,44,32,31
서구,136~165㎡,면적[천㎡],천㎡,18,15,6,5,5
서구,166~198㎡,동(호)수[동(호)수],동(호)수,15,21,15,5,8
서구,166~198㎡,면적[천㎡],천㎡,3,4,3,1,1
서구,198㎡초과,동(호)수[동(호)수],동(호)수,67,49,36,19,9
서구,198㎡초과,면적[천㎡],천㎡,24,15,12,6,3
서구,거래원인,동(호)수[동(호)수],동(호)수,4229,2644,1686,1326,1385
서구,거래원인,면적[천㎡],천㎡,315,192,122,99,98
서구,매매,동(호)수[동(호)수],동(호)수,2348,2030,1047,995,1168
서구,매매,면적[천㎡],천㎡,165,150,74,73,84
서구,판결,동(호)수[동(호)수],동(호)수,9,10,19,15,9
서구,판결,면적[천㎡],천㎡,1,1,1,1,0
서구,교환,동(호)수[동(호)수],동(호)수,1,0,1,0,0
서구,교환,면적[천㎡],천㎡,0,0,0,0,0
서구,증여,동(호)수[동(호)수],동(호)수,533,401,316,134,163
서구,증여,면적[천㎡],천㎡,34,27,22,9,10
서구,분양권,동(호)수[동(호)수],동(호)수,,,,,0
서구,분양권,면적[천㎡],천㎡,,,,,0
서구,분양권전매,동(호)수[동(호)수],동(호)수,916,85,123,41,17
서구,분양권전매,면적[천㎡],천㎡,80,8,9,3,1
서구,기타,동(호)수[동(호)수],동(호)수,,,,,0
서구,기타,면적[천㎡],천㎡,,,,,0
서구,기타소유권이전,동(호)수[동(호)수],동(호)수,422,118,180,141,28
서구,기타소유권이전,면적[천㎡],천㎡,36,7,15,12,3
서구,주택유형,동(호)수[동(호)수],동(호)수,4229,2644,1686,1326,1385
서구,주택유형,면적[천㎡],천㎡,315,192,122,99,98
서구,단독주택,동(호)수[동(호)수],동(호)수,776,870,357,214,208
서구,단독주택,면적[천㎡],천㎡,57,63,29,17,14
서구,다가구주택,동(호)수[동(호)수],동(호)수,28,34,28,12,8
서구,다가구주택,면적[천㎡],천㎡,7,6,6,2,1
서구,다세대주택,동(호)수[동(호)수],동(호)수,575,291,254,156,165
서구,다세대주택,면적[천㎡],천㎡,21,14,11,7,7
서구,연립주택,동(호)수[동(호)수],동(호)수,40,39,32,18,20
서구,연립주택,면적[천㎡],천㎡,4,3,2,1,1
서구,아파트,동(호)수[동(호)수],동(호)수,2810,1410,1015,926,984
서구,아파트,면적[천㎡],천㎡,226,107,75,72,75
동구,매입자거주지,동(호)수[동(호)수],동(호)수,4154,2249,1245,1233,1958
동구,매입자거주지,면적[천㎡],천㎡,288,136,76,79,169
동구,관할 시군구내,동(호)수[동(호)수],동(호)수,1125,813,478,458,543
동구,관할 시군구내,면적[천㎡],천㎡,80,54,32,31,42
동구,관할 시도내,동(호)수[동(호)수],동(호)수,2292,959,481,562,1088
동구,관할 시도내,면적[천㎡],천㎡,162,56,29,35,101
동구,관할 시도외 서울,동(호)수[동(호)수],동(호)수,108,71,48,35,45
